elapsed, window, total, successful, failed
10, 10, 473508, 473508, 0
20, 10, 472119, 472119, 0
30, 10, 472484, 472484, 0
40, 10, 471777, 471777, 0
50, 10, 471336, 471336, 0
60, 10, 472604, 472604, 0
70, 10, 469953, 469953, 0
80, 10, 472178, 472178, 0
90, 10, 473057, 473057, 0
100, 10, 469845, 469845, 0
110, 10, 471761, 471761, 0
120, 10, 468252, 468252, 0
130, 10, 471539, 471539, 0
140, 10, 471906, 471906, 0
150, 10, 471751, 471751, 0
160, 10, 469938, 469938, 0
170, 10, 469769, 469769, 0
180, 10, 470107, 470107, 0
190, 10, 469096, 469096, 0
200, 10, 466930, 466930, 0
210, 10, 473648, 473648, 0
220, 10, 470054, 470054, 0
230, 10, 468794, 468794, 0
240, 10, 467712, 467712, 0
250, 10, 469213, 469213, 0
260, 10, 471382, 471382, 0
270, 10, 474202, 474202, 0
280, 10, 471705, 471705, 0
290, 10, 471917, 471917, 0
300, 10, 472079, 472079, 0
310, 10, 471813, 471813, 0
320, 10, 467911, 467911, 0
330, 10, 472322, 472322, 0
340, 10, 473141, 473141, 0
350, 10, 471025, 471025, 0
360, 10, 472038, 472038, 0
370, 10, 470882, 470882, 0
380, 10, 471812, 471812, 0
390, 10, 472448, 472448, 0
400, 10, 469462, 469462, 0
410, 10, 470957, 470957, 0
420, 10, 471835, 471835, 0
430, 10, 468471, 468471, 0
440, 10, 471108, 471108, 0
450, 10, 470976, 470976, 0
460, 10, 471291, 471291, 0
470, 10, 473115, 473115, 0
480, 10, 470559, 470559, 0
490, 10, 468383, 468383, 0
500, 10, 469963, 469963, 0
511, 10, 469635, 469635, 0
521, 10, 468890, 468890, 0
531, 10, 469503, 469503, 0
541, 10, 472129, 472129, 0
551, 10, 467336, 467336, 0
561, 10, 472054, 472054, 0
571, 10, 470676, 470676, 0
581, 10, 472697, 472697, 0
591, 10, 472574, 472574, 0
601, 10, 472371, 472371, 0
611, 10, 471120, 471120, 0
621, 10, 470453, 470453, 0
631, 10, 470753, 470753, 0
641, 10, 471947, 471947, 0
651, 10, 471232, 471232, 0
661, 10, 470265, 470265, 0
671, 10, 466563, 466563, 0
681, 10, 473653, 473653, 0
691, 10, 470662, 470662, 0
701, 10, 466574, 466574, 0
711, 10, 471476, 471476, 0
721, 10, 469789, 469789, 0
731, 10, 468709, 468709, 0
741, 10, 469764, 469764, 0
751, 10, 471186, 471186, 0
761, 10, 471891, 471891, 0
771, 10, 471722, 471722, 0
781, 10, 471927, 471927, 0
791, 10, 472731, 472731, 0
801, 10, 469241, 469241, 0
811, 10, 470289, 470289, 0
821, 10, 471833, 471833, 0
831, 10, 471638, 471638, 0
841, 10, 468595, 468595, 0
851, 10, 471603, 471603, 0
861, 10, 472691, 472691, 0
871, 10, 468898, 468898, 0
881, 10, 471243, 471243, 0
891, 10, 470153, 470153, 0
901, 10, 471726, 471726, 0
911, 10, 472304, 472304, 0
921, 10, 468678, 468678, 0
931, 10, 471419, 471419, 0
941, 10, 473082, 473082, 0
951, 10, 471841, 471841, 0
961, 10, 468282, 468282, 0
971, 10, 471280, 471280, 0
981, 10, 471005, 471005, 0
991, 10, 471852, 471852, 0
1001, 10, 469423, 469423, 0
1011, 10, 470018, 470018, 0
1022, 10, 468750, 468750, 0
1032, 10, 473712, 473712, 0
1042, 10, 473739, 473739, 0
1052, 10, 472057, 472057, 0
1062, 10, 471085, 471085, 0
1072, 10, 470356, 470356, 0
1082, 10, 471729, 471729, 0
1092, 10, 473911, 473911, 0
1102, 10, 473179, 473179, 0
1112, 10, 469728, 469728, 0
1122, 10, 471530, 471530, 0
1132, 10, 473216, 473216, 0
1142, 10, 470581, 470581, 0
1152, 10, 469115, 469115, 0
1162, 10, 471404, 471404, 0
1172, 10, 471187, 471187, 0
1182, 10, 470047, 470047, 0
1192, 10, 471263, 471263, 0
1202, 10, 471315, 471315, 0
1203, 1, 65275, 65275, 0
