elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 211450, 102, 1888.2, 1712.2, 3810.3, 5011.5, 6875.2, 11769, 0
20, 10, 209969, 102, 1903.3, 1717.9, 3905.5, 4897.2, 6572.4, 9448, 0
30, 10, 210067, 90, 1816.0, 1688.0, 3688.3, 4692.4, 6093.0, 10193, 0
40, 10, 209526, 126, 1779.0, 1588.8, 3818.5, 4839.2, 6923.1, 8633, 0
50, 10, 209622, 117, 1713.4, 1549.8, 3525.7, 4566.3, 6459.8, 9166, 0
60, 10, 210488, 118, 1761.6, 1623.0, 3678.5, 4841.8, 6435.5, 9033, 0
70, 10, 208608, 126, 1700.0, 1447.4, 3951.0, 4994.5, 7399.9, 12442, 0
80, 10, 209929, 128, 1884.4, 1739.6, 3821.4, 5195.1, 7516.2, 9876, 0
90, 10, 209680, 88, 2218.2, 2006.1, 4773.6, 6083.4, 7294.2, 10858, 0
100, 10, 208123, 128, 1580.5, 1375.6, 3494.4, 4873.3, 6777.7, 12466, 0
110, 10, 209867, 133, 1887.2, 1608.6, 4395.1, 5670.4, 6814.1, 11592, 0
120, 10, 207811, 84, 1540.7, 1251.3, 3744.3, 5932.9, 7023.5, 8701, 0
130, 10, 209475, 83, 1967.0, 1713.2, 4392.4, 5337.1, 6742.5, 10821, 0
140, 10, 209171, 82, 1869.9, 1687.4, 3953.9, 4979.9, 7056.9, 12343, 0
150, 10, 209625, 112, 1836.7, 1607.4, 3993.6, 4811.1, 6689.6, 9137, 0
160, 10, 208530, 109, 1596.8, 1365.7, 3691.0, 4954.6, 6801.0, 11326, 0
170, 10, 208860, 127, 1748.0, 1464.3, 4063.4, 5474.9, 6743.1, 9402, 0
180, 10, 208322, 122, 1677.1, 1416.0, 3937.1, 5096.4, 6721.3, 10960, 0
190, 10, 207825, 124, 1652.4, 1427.9, 3670.9, 4785.4, 6289.5, 10093, 0
200, 10, 207506, 122, 1465.7, 1239.8, 3486.8, 4711.4, 6109.8, 7749, 0
210, 10, 210842, 132, 2090.8, 1984.9, 4134.8, 5023.2, 6707.5, 9711, 0
220, 10, 209037, 108, 1693.1, 1480.9, 3618.9, 4909.5, 6782.6, 9189, 0
230, 10, 208254, 125, 1576.3, 1337.0, 3663.4, 4676.3, 6238.7, 7992, 0
240, 10, 207995, 117, 1485.0, 1272.6, 3340.5, 4489.2, 6144.6, 8914, 0
250, 10, 207710, 125, 1654.1, 1408.6, 3627.6, 5055.7, 7665.3, 9019, 0
260, 10, 209285, 110, 1799.9, 1621.6, 3855.3, 5044.5, 6953.0, 12698, 0
