elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 56785, 109, 16447.4, 9852.1, 52352.7, 107732.3, 279860.7, 456721, 0
20, 10, 114282, 93, 16169.2, 10641.1, 45237.6, 71280.3, 544476.5, 568564, 0
30, 10, 125915, 95, 18338.7, 13685.3, 51062.5, 85676.8, 151923.8, 330058, 0
40, 10, 119472, 92, 16204.0, 11572.6, 49651.7, 69726.6, 121632.0, 190612, 0
51, 10, 136908, 101, 15661.5, 11451.8, 45691.2, 71165.9, 96471.6, 114244, 0
61, 10, 127711, 94, 14329.4, 10895.2, 39560.1, 62685.2, 90688.9, 111081, 0
71, 10, 126984, 102, 13663.2, 9963.3, 40954.8, 67143.3, 98252.0, 115979, 0
81, 10, 127216, 100, 13591.8, 9496.1, 40858.9, 78315.7, 144907.7, 179240, 0
92, 10, 181330, 86, 2095.9, 1637.8, 5517.3, 7904.4, 10110.7, 12306, 0
102, 10, 181413, 88, 2098.0, 1631.1, 5573.1, 7638.3, 11470.6, 16442, 0
112, 10, 181807, 82, 2028.0, 1579.4, 5382.5, 7351.6, 9741.5, 11946, 0
122, 10, 181962, 95, 2049.7, 1614.8, 5408.7, 7592.2, 9476.9, 13311, 0
133, 10, 181307, 95, 2062.5, 1656.6, 5239.7, 7050.7, 9554.6, 13120, 0
143, 10, 182134, 92, 2070.0, 1631.2, 5398.5, 7587.8, 11013.5, 15916, 0
153, 10, 182030, 94, 2025.1, 1614.9, 5140.7, 7389.2, 11145.2, 12794, 0
163, 10, 181715, 82, 1923.7, 1524.1, 5092.4, 6857.2, 9355.7, 11323, 0
174, 10, 181284, 87, 1963.1, 1570.1, 5044.9, 6905.4, 9728.9, 12677, 0
184, 10, 181685, 91, 1968.2, 1558.6, 5116.9, 7389.8, 9416.6, 13587, 0
194, 10, 181602, 94, 2132.1, 1649.0, 5754.7, 7966.0, 10841.9, 12889, 0
204, 10, 180699, 92, 2018.6, 1577.0, 5345.3, 7382.0, 9945.0, 13086, 0
215, 10, 180592, 84, 1918.1, 1510.7, 5074.0, 7226.1, 9598.1, 12183, 0
225, 10, 180276, 89, 2074.3, 1615.4, 5505.6, 7287.3, 9352.5, 11557, 0
235, 10, 180709, 89, 2107.9, 1586.6, 5814.1, 8008.4, 10247.5, 12605, 0
245, 10, 181595, 94, 1965.2, 1534.7, 5218.0, 7300.5, 11117.6, 14915, 0
256, 10, 181418, 94, 2037.8, 1609.2, 5285.1, 7281.9, 9629.6, 13561, 0
266, 10, 181263, 77, 2085.5, 1641.4, 5429.8, 7430.8, 9314.6, 13669, 0
276, 10, 182007, 103, 2124.3, 1637.5, 5812.6, 7995.8, 10335.5, 12621, 0
286, 10, 178898, 98, 1811.1, 1454.5, 4634.3, 6750.0, 9514.6, 13401, 0
297, 10, 180687, 76, 2148.6, 1659.0, 5656.1, 8276.7, 12526.3, 14747, 0
307, 10, 182004, 87, 2130.2, 1680.2, 5551.0, 7661.5, 9808.8, 13534, 0
317, 10, 181561, 87, 2069.3, 1639.4, 5315.2, 7560.7, 10834.7, 13990, 0
327, 10, 181731, 84, 2029.0, 1581.2, 5341.5, 7531.9, 10528.5, 12353, 0
338, 10, 181692, 90, 2030.0, 1614.0, 5173.5, 7503.7, 10839.0, 14493, 0
348, 10, 179785, 94, 1927.2, 1534.7, 4863.7, 7062.2, 10213.1, 12931, 0
358, 10, 180423, 88, 2013.3, 1607.5, 5234.2, 7114.2, 9139.0, 13230, 0
368, 10, 181042, 92, 2024.8, 1604.7, 5312.9, 7670.1, 10583.1, 12154, 0
379, 10, 181071, 97, 2070.2, 1602.8, 5536.9, 7986.5, 11099.6, 13856, 0
389, 10, 181312, 93, 1988.4, 1595.1, 5098.2, 7028.5, 9600.6, 13571, 0
399, 10, 180006, 76, 1771.0, 1442.5, 4400.1, 6378.4, 8882.8, 11422, 0
409, 10, 180303, 88, 2097.6, 1610.2, 5651.9, 8045.1, 11131.4, 15459, 0
420, 10, 180582, 92, 2139.1, 1638.4, 5686.3, 7655.1, 11930.2, 17438, 0
430, 10, 182257, 91, 2078.4, 1673.4, 5265.9, 7491.2, 9533.6, 12955, 0
440, 10, 181776, 101, 2024.9, 1604.2, 5292.1, 7451.3, 9618.9, 14474, 0
450, 10, 180295, 91, 2046.7, 1571.5, 5514.0, 8083.9, 10702.3, 13394, 0
461, 10, 180722, 103, 2106.7, 1652.3, 5534.9, 7561.2, 10273.7, 14793, 0
471, 10, 181022, 88, 2149.4, 1642.1, 5716.5, 7957.3, 11492.0, 19375, 0
481, 10, 180832, 87, 2144.6, 1660.1, 5652.2, 7627.2, 10201.4, 13839, 0
491, 10, 181090, 90, 1892.8, 1493.4, 4897.6, 7251.6, 10097.6, 14340, 0
502, 10, 181241, 82, 2056.1, 1596.7, 5520.7, 7506.0, 9611.0, 12970, 0
512, 10, 181329, 95, 2097.6, 1605.9, 5751.7, 8256.2, 11496.4, 15231, 0
522, 10, 181047, 97, 2020.9, 1587.2, 5290.0, 7250.5, 10129.6, 13745, 0
532, 10, 181964, 94, 1959.7, 1580.4, 5036.6, 7088.9, 8798.6, 12941, 0
543, 10, 181870, 84, 1998.4, 1582.8, 5168.7, 7407.7, 9902.9, 13991, 0
553, 10, 181832, 91, 2055.4, 1606.5, 5421.2, 7638.2, 9630.1, 12133, 0
563, 10, 182045, 85, 2071.4, 1634.3, 5415.0, 7357.6, 9583.1, 14638, 0
573, 10, 181884, 90, 1967.1, 1547.0, 5133.0, 7313.9, 9220.7, 12414, 0
584, 10, 181010, 85, 2091.5, 1609.4, 5640.5, 7761.1, 10772.5, 19137, 0
594, 10, 180185, 86, 2029.7, 1577.9, 5327.4, 7921.5, 10255.5, 13302, 0
604, 10, 181337, 97, 2125.5, 1609.1, 5857.3, 8581.4, 11671.7, 15116, 0
614, 10, 180108, 83, 1983.6, 1540.8, 5295.3, 7520.2, 9433.2, 11801, 0
625, 10, 181383, 88, 2066.4, 1634.3, 5356.0, 7449.2, 9753.0, 13458, 0
635, 10, 179395, 92, 1954.6, 1559.0, 4928.2, 6712.1, 8702.8, 14587, 0
645, 10, 181543, 96, 2062.1, 1630.9, 5293.3, 7563.8, 9481.8, 12940, 0
655, 10, 181593, 91, 1986.9, 1557.2, 5269.5, 7689.4, 10246.9, 14635, 0
666, 10, 180360, 97, 1953.0, 1564.0, 4999.7, 7144.1, 9450.2, 16007, 0
676, 10, 180614, 91, 2144.6, 1672.5, 5676.9, 7783.2, 9760.7, 13363, 0
686, 10, 181499, 84, 2148.5, 1660.8, 5738.0, 7519.3, 9370.1, 12615, 0
696, 10, 181610, 91, 1985.8, 1582.5, 5083.1, 7243.0, 9033.8, 14905, 0
707, 10, 181875, 89, 2035.3, 1596.6, 5352.5, 7478.4, 11147.1, 16028, 0
717, 10, 180894, 81, 2060.9, 1583.8, 5691.9, 7741.1, 9623.4, 12642, 0
727, 10, 182491, 88, 2036.8, 1601.3, 5386.4, 7443.3, 11120.6, 14787, 0
737, 10, 181075, 91, 1966.0, 1551.9, 5155.4, 7236.9, 9929.5, 13605, 0
748, 10, 180039, 93, 2158.2, 1636.9, 5869.0, 8382.3, 11019.6, 15648, 0
758, 10, 180696, 98, 2106.1, 1624.1, 5718.4, 7611.5, 9612.0, 12227, 0
768, 10, 180839, 85, 2001.9, 1561.8, 5287.9, 7381.8, 9615.1, 14651, 0
778, 10, 181650, 102, 2108.6, 1639.4, 5592.9, 7923.7, 10717.4, 16568, 0
789, 10, 180839, 85, 2030.6, 1608.1, 5265.0, 7276.8, 9369.2, 12835, 0
799, 10, 180851, 83, 2086.5, 1617.0, 5603.2, 7582.7, 10064.8, 12618, 0
809, 10, 181223, 81, 2224.8, 1685.5, 6102.6, 8243.2, 10731.3, 12681, 0
820, 10, 180442, 86, 1883.7, 1491.4, 4937.1, 6924.6, 9678.5, 12414, 0
830, 10, 181310, 89, 2177.6, 1690.6, 5766.9, 7587.1, 10053.4, 12689, 0
840, 10, 179975, 91, 1868.8, 1505.9, 4729.3, 6792.3, 9285.8, 11857, 0
850, 10, 180987, 90, 2039.7, 1625.3, 5235.5, 7244.7, 9209.9, 11666, 0
861, 10, 180963, 87, 2054.8, 1641.9, 5302.7, 7246.9, 9355.9, 12073, 0
871, 10, 181762, 89, 2096.5, 1668.0, 5312.9, 7731.7, 10707.3, 13754, 0
881, 10, 182109, 90, 2053.8, 1662.3, 5203.9, 7191.4, 9315.5, 12215, 0
891, 10, 181244, 88, 2001.7, 1568.6, 5308.9, 7138.6, 9123.9, 11401, 0
902, 10, 181248, 86, 2017.1, 1587.0, 5326.4, 7472.7, 9675.7, 14199, 0
912, 10, 181247, 92, 2129.5, 1643.6, 5658.6, 7962.1, 10297.5, 13947, 0
922, 10, 181848, 96, 1916.0, 1570.2, 4779.9, 6726.5, 9067.0, 10903, 0
932, 10, 180839, 96, 2140.3, 1652.2, 5718.2, 8126.4, 11365.1, 14065, 0
943, 10, 180929, 91, 2058.6, 1624.8, 5395.5, 7427.5, 9278.5, 12062, 0
953, 10, 180737, 95, 2173.4, 1639.1, 5940.5, 8090.6, 11510.9, 16854, 0
963, 10, 181623, 89, 2045.4, 1618.7, 5271.5, 7299.4, 10673.8, 14022, 0
973, 10, 181617, 92, 2019.0, 1609.6, 5299.0, 7145.1, 9459.9, 12203, 0
984, 10, 181020, 85, 2210.2, 1689.5, 6017.0, 7880.7, 9900.9, 15443, 0
994, 10, 181126, 95, 2071.5, 1632.2, 5353.6, 7491.9, 11301.4, 14900, 0
1004, 10, 181348, 96, 2051.6, 1612.0, 5317.7, 7291.9, 9057.2, 12305, 0
1014, 10, 181516, 80, 2040.7, 1599.2, 5388.3, 7641.2, 10319.6, 13042, 0
1025, 10, 182723, 79, 1997.1, 1598.1, 5069.6, 7374.5, 9702.2, 14431, 0
1035, 10, 182749, 84, 2167.0, 1674.9, 5723.8, 7622.9, 9377.8, 11053, 0
1045, 10, 181494, 89, 2142.2, 1632.3, 5775.4, 7810.7, 10676.8, 14365, 0
1055, 10, 182489, 89, 2169.0, 1647.8, 5933.6, 8511.7, 11830.6, 15863, 0
1066, 10, 181013, 89, 2001.1, 1582.5, 5202.7, 7552.2, 10572.5, 14768, 0
1076, 10, 180180, 95, 2035.5, 1606.1, 5320.8, 7497.3, 10477.3, 16696, 0
1086, 10, 182498, 96, 2020.6, 1626.9, 5166.6, 7360.8, 9515.4, 12447, 0
1096, 10, 180864, 93, 1955.6, 1551.7, 5048.4, 7195.2, 9405.0, 11506, 0
1107, 10, 180196, 95, 2110.9, 1654.1, 5479.1, 7707.7, 10080.5, 15575, 0
1117, 10, 182127, 97, 2044.6, 1657.5, 5178.5, 7064.2, 9239.6, 11475, 0
1127, 10, 181328, 83, 1986.3, 1567.0, 5147.0, 7585.0, 11338.4, 20273, 0
1137, 10, 180465, 96, 2050.7, 1589.3, 5512.9, 7681.6, 9877.9, 15014, 0
1148, 10, 179692, 91, 2037.1, 1571.2, 5511.2, 7474.6, 9349.7, 11891, 0
1158, 10, 179426, 94, 2062.1, 1600.8, 5567.3, 7651.5, 9739.4, 13289, 0
1168, 10, 179717, 90, 1889.7, 1490.8, 4900.8, 7171.0, 9693.3, 12559, 0
1178, 10, 179993, 87, 2030.2, 1577.4, 5403.1, 7683.9, 10005.7, 13177, 0
1189, 10, 179821, 108, 1952.3, 1528.3, 5110.7, 7327.2, 10677.2, 15251, 0
1199, 10, 180670, 84, 2019.1, 1586.1, 5319.8, 7240.0, 9290.8, 12432, 0
1209, 10, 180669, 97, 2168.9, 1659.7, 5903.6, 8304.2, 11350.5, 16212, 0
1219, 10, 181032, 88, 2186.4, 1642.1, 5910.9, 8562.2, 12156.1, 14365, 0
1230, 10, 180411, 82, 2004.9, 1573.5, 5305.5, 7532.2, 10207.7, 13663, 0
1240, 10, 180756, 93, 2030.3, 1606.0, 5253.3, 7395.1, 9678.4, 12887, 0
1250, 10, 181550, 95, 2011.5, 1628.3, 4982.8, 7254.6, 10058.1, 15532, 0
