elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 43086, 392, 930.7, 911.6, 1322.8, 1498.5, 1745.3, 4608, 0
20, 10, 43711, 397, 912.9, 897.3, 1264.4, 1489.7, 1741.7, 4895, 0
30, 10, 44040, 401, 896.2, 887.2, 1233.4, 1462.0, 1719.9, 5168, 0
40, 10, 43302, 395, 912.6, 897.4, 1265.6, 1491.0, 1755.1, 4943, 0
50, 10, 43582, 399, 912.6, 897.7, 1267.0, 1489.4, 1742.5, 1924, 0
60, 10, 43823, 391, 899.9, 888.6, 1238.5, 1472.1, 1738.3, 5047, 0
70, 10, 43965, 396, 905.8, 892.2, 1247.3, 1481.9, 1787.0, 5050, 0
80, 10, 43735, 407, 900.9, 890.1, 1240.6, 1473.8, 1738.6, 4911, 0
90, 10, 43563, 399, 905.5, 892.7, 1246.4, 1477.7, 1737.2, 5139, 0
100, 10, 43335, 401, 912.1, 896.7, 1259.6, 1492.8, 1744.0, 4842, 0
110, 10, 43881, 402, 893.8, 886.1, 1231.8, 1464.9, 1722.2, 4614, 0
120, 10, 43684, 402, 919.2, 901.1, 1298.9, 1509.0, 1825.1, 5171, 0
130, 10, 43417, 395, 908.9, 894.7, 1248.5, 1488.2, 1813.1, 5151, 0
140, 10, 43254, 392, 917.2, 900.3, 1288.7, 1496.0, 1749.8, 4775, 0
150, 10, 43185, 396, 918.6, 901.1, 1286.0, 1494.9, 1746.3, 4421, 0
160, 10, 43235, 401, 915.8, 899.7, 1274.9, 1494.6, 1746.3, 4775, 0
170, 10, 43459, 399, 906.2, 893.4, 1244.7, 1481.3, 1737.9, 5438, 0
180, 10, 43519, 384, 909.1, 895.6, 1248.5, 1485.6, 1741.2, 4793, 0
190, 10, 43595, 399, 911.0, 896.4, 1258.6, 1485.9, 1742.7, 4627, 0
200, 10, 43358, 411, 919.1, 901.7, 1293.0, 1498.7, 1799.0, 5114, 0
210, 10, 43476, 386, 903.7, 891.2, 1244.2, 1481.6, 1740.6, 4795, 0
220, 10, 43711, 403, 907.5, 893.2, 1249.6, 1489.1, 1759.2, 5168, 0
230, 10, 44397, 395, 876.9, 876.5, 1204.4, 1400.6, 1600.0, 4873, 0
240, 10, 44296, 391, 873.4, 874.9, 1197.1, 1374.2, 1497.1, 5250, 0
250, 10, 43786, 386, 902.2, 890.8, 1243.8, 1481.5, 1746.5, 4698, 0
260, 10, 43416, 405, 910.9, 895.8, 1252.2, 1491.2, 1759.9, 4648, 0
270, 10, 43740, 393, 893.6, 885.2, 1229.1, 1456.1, 1732.6, 5093, 0
280, 10, 43558, 410, 914.2, 898.5, 1267.2, 1491.9, 1745.1, 5332, 0
290, 10, 43319, 396, 912.3, 897.0, 1257.9, 1493.8, 1747.6, 4657, 0
300, 10, 43696, 395, 913.6, 898.2, 1273.0, 1493.3, 1745.2, 2527, 0
310, 10, 43337, 393, 903.4, 891.0, 1244.7, 1479.1, 1740.0, 4875, 0
320, 10, 43182, 396, 914.6, 898.4, 1279.7, 1495.4, 1748.5, 4538, 0
330, 10, 43653, 403, 911.6, 896.8, 1258.1, 1487.7, 1741.4, 4711, 0
340, 10, 43416, 383, 912.6, 897.4, 1274.4, 1490.3, 1745.0, 4592, 0
350, 10, 43410, 396, 916.8, 899.6, 1284.6, 1495.0, 1743.4, 4941, 0
360, 10, 43329, 399, 918.4, 900.9, 1295.2, 1508.7, 1806.8, 4979, 0
370, 10, 43419, 387, 915.2, 898.9, 1282.5, 1494.0, 1747.5, 5141, 0
380, 10, 43302, 382, 912.8, 898.0, 1264.3, 1491.1, 1747.5, 4811, 0
390, 10, 43429, 398, 906.2, 893.2, 1244.0, 1478.6, 1737.1, 5056, 0
400, 10, 44161, 406, 893.1, 886.2, 1226.5, 1443.7, 1699.3, 5069, 0
410, 10, 42956, 396, 918.9, 901.2, 1296.4, 1504.8, 1769.0, 4066, 0
420, 10, 43152, 400, 916.2, 899.0, 1281.2, 1493.9, 1810.0, 5042, 0
