elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 206860, 146, 2112.6, 1778.9, 4725.4, 6935.7, 10156.4, 15295, 0
20, 10, 208267, 154, 2135.8, 1976.4, 4095.3, 4996.9, 8819.6, 12933, 0
30, 10, 207069, 143, 1948.5, 1745.1, 3987.7, 5472.2, 9123.9, 15105, 0
40, 10, 207920, 156, 1928.6, 1750.4, 3881.0, 5094.9, 8051.0, 11213, 0
50, 10, 207985, 157, 2194.5, 1912.8, 4835.0, 6215.4, 11141.5, 15640, 0
60, 10, 208270, 145, 2414.8, 2129.9, 4959.2, 5726.8, 10633.3, 15008, 0
70, 10, 208496, 139, 2052.0, 1845.8, 4230.1, 5410.6, 9446.6, 15260, 0
80, 10, 207597, 153, 2055.5, 1866.3, 4241.9, 5215.5, 6898.0, 9227, 0
90, 10, 208996, 154, 2199.2, 2066.5, 4312.0, 5403.4, 6970.6, 8906, 0
100, 10, 208739, 142, 1933.0, 1673.4, 4308.1, 6123.7, 10661.1, 13925, 0
110, 10, 208189, 136, 2001.7, 1838.2, 4056.2, 5096.4, 6651.8, 9993, 0
120, 10, 207785, 150, 1995.2, 1706.5, 4507.1, 5462.0, 8336.2, 12852, 0
130, 10, 207197, 135, 1862.1, 1619.8, 4022.9, 5126.4, 8246.9, 11867, 0
140, 10, 208784, 144, 2217.7, 1931.6, 4670.2, 5725.6, 7949.1, 11936, 0
150, 10, 207556, 139, 2101.7, 1750.3, 4759.9, 6378.7, 9546.3, 13946, 0
160, 10, 206595, 141, 1736.9, 1533.5, 3615.6, 4706.9, 8822.5, 15567, 0
170, 10, 206749, 158, 1768.8, 1559.2, 3668.2, 5142.0, 9654.0, 14022, 0
180, 10, 208938, 140, 2161.6, 1959.0, 4588.8, 6116.7, 7124.4, 8852, 0
190, 10, 208887, 152, 2191.1, 2005.5, 4399.5, 5421.6, 7693.0, 14214, 0
200, 10, 208244, 160, 2120.2, 1975.1, 4061.7, 5038.8, 7731.3, 14567, 0
210, 10, 208547, 169, 2248.7, 2110.3, 4354.3, 5349.1, 7794.4, 12013, 0
220, 10, 208247, 156, 2013.0, 1820.2, 4087.6, 5164.2, 8115.2, 12971, 0
230, 10, 207169, 153, 1833.1, 1691.9, 3619.1, 4747.5, 9684.9, 14193, 0
240, 10, 208640, 162, 2661.9, 2360.9, 5808.1, 7120.8, 10685.0, 14311, 0
250, 10, 209293, 146, 2036.1, 1903.5, 3967.5, 5169.3, 7542.5, 12873, 0
260, 10, 206671, 139, 1789.7, 1513.7, 4091.2, 5724.5, 9468.2, 13891, 0
270, 10, 207562, 168, 2383.3, 2049.0, 5541.4, 6794.9, 8493.6, 14353, 0
280, 10, 207223, 149, 1857.1, 1686.4, 3720.0, 4871.6, 7787.8, 16556, 0
290, 10, 206738, 129, 1834.1, 1608.1, 3925.0, 5490.4, 9552.2, 13821, 0
300, 10, 208067, 122, 2012.8, 1802.2, 4239.7, 5469.1, 7673.1, 15662, 0
310, 10, 207959, 140, 2039.2, 1872.9, 4057.8, 5319.1, 9058.1, 13584, 0
320, 10, 208574, 156, 2280.9, 2115.1, 4443.7, 5354.5, 8864.8, 13546, 0
330, 10, 208778, 157, 2328.7, 2130.3, 4487.2, 6401.1, 10397.7, 14685, 0
340, 10, 206653, 149, 2065.7, 1872.3, 4219.1, 5479.0, 10438.8, 14510, 0
350, 10, 207944, 150, 2094.3, 1901.7, 4203.6, 5945.7, 9918.2, 15370, 0
360, 10, 208187, 153, 2261.0, 1965.9, 4896.5, 6444.7, 10170.1, 13817, 0
370, 10, 206200, 151, 1849.5, 1510.5, 4342.0, 5402.7, 8636.7, 11460, 0
380, 10, 207554, 149, 1972.2, 1768.0, 3998.9, 5062.7, 8445.8, 12174, 0
390, 10, 208631, 156, 2059.4, 1914.7, 4000.5, 5215.4, 8357.7, 13694, 0
400, 10, 208179, 122, 2194.8, 2037.3, 4365.0, 5369.3, 8010.3, 15280, 0
410, 10, 207412, 158, 1944.8, 1734.9, 4207.5, 5741.6, 8428.7, 16755, 0
420, 10, 207202, 139, 1894.2, 1656.5, 4041.9, 5428.3, 7913.9, 10903, 0
430, 10, 207658, 138, 2015.5, 1851.3, 3966.0, 5236.7, 7071.7, 12313, 0
440, 10, 208931, 174, 2146.6, 1993.6, 4140.2, 5136.2, 8070.4, 13728, 0
450, 10, 207674, 145, 2100.0, 1797.5, 4618.3, 5849.1, 8559.4, 11876, 0
460, 10, 207603, 165, 2079.2, 1895.9, 4097.9, 5397.6, 7785.5, 13529, 0
470, 10, 208486, 158, 2077.9, 1903.3, 4128.2, 5226.5, 7655.4, 11206, 0
480, 10, 207126, 151, 1951.8, 1726.7, 4169.8, 5160.3, 7275.5, 11155, 0
490, 10, 207866, 161, 2090.9, 1956.9, 3974.9, 5011.2, 7682.8, 11981, 0
500, 10, 207000, 140, 2137.8, 1945.5, 4285.0, 5406.3, 8903.8, 13781, 0
510, 10, 208334, 165, 2172.0, 1996.6, 4281.5, 5676.3, 8745.4, 12475, 0
521, 10, 209553, 160, 2305.6, 2237.0, 4118.7, 5067.3, 8074.1, 11898, 0
531, 10, 207413, 149, 1946.2, 1828.4, 3779.2, 5058.0, 6914.6, 9874, 0
541, 10, 208083, 171, 1969.2, 1791.0, 4075.7, 5275.3, 7408.3, 9333, 0
551, 10, 208254, 142, 2253.6, 2091.1, 4417.1, 5438.8, 7125.7, 9541, 0
