elapsed, window, total, successful, failed
10, 10, 467469, 467469, 0
20, 10, 468819, 468819, 0
30, 10, 466742, 466742, 0
40, 10, 467605, 467605, 0
50, 10, 467818, 467818, 0
60, 10, 469000, 469000, 0
70, 10, 468104, 468104, 0
80, 10, 467708, 467708, 0
90, 10, 469819, 469819, 0
100, 10, 466489, 466489, 0
110, 10, 468088, 468088, 0
120, 10, 467131, 467131, 0
130, 10, 465738, 465738, 0
140, 10, 467342, 467342, 0
150, 10, 466351, 466351, 0
160, 10, 464900, 464900, 0
170, 10, 464601, 464601, 0
180, 10, 469030, 469030, 0
190, 10, 469122, 469122, 0
200, 10, 468951, 468951, 0
210, 10, 469329, 469329, 0
220, 10, 468090, 468090, 0
230, 10, 466873, 466873, 0
240, 10, 469253, 469253, 0
250, 10, 469136, 469136, 0
260, 10, 464518, 464518, 0
270, 10, 468623, 468623, 0
280, 10, 466236, 466236, 0
290, 10, 465559, 465559, 0
300, 10, 467268, 467268, 0
310, 10, 467954, 467954, 0
320, 10, 469755, 469755, 0
330, 10, 469072, 469072, 0
340, 10, 467425, 467425, 0
350, 10, 468128, 468128, 0
360, 10, 467957, 467957, 0
370, 10, 464209, 464209, 0
380, 10, 467084, 467084, 0
390, 10, 469181, 469181, 0
400, 10, 468909, 468909, 0
410, 10, 466417, 466417, 0
420, 10, 465390, 465390, 0
430, 10, 467385, 467385, 0
440, 10, 469580, 469580, 0
450, 10, 467146, 467146, 0
460, 10, 466960, 466960, 0
470, 10, 467392, 467392, 0
480, 10, 466352, 466352, 0
490, 10, 468394, 468394, 0
500, 10, 466710, 466710, 0
510, 10, 468852, 468852, 0
521, 10, 471260, 471260, 0
531, 10, 467815, 467815, 0
541, 10, 466729, 466729, 0
551, 10, 468229, 468229, 0
561, 10, 468288, 468288, 0
571, 10, 466846, 466846, 0
581, 10, 468933, 468933, 0
591, 10, 469235, 469235, 0
601, 10, 470414, 470414, 0
611, 10, 467191, 467191, 0
621, 10, 468096, 468096, 0
631, 10, 464867, 464867, 0
641, 10, 467957, 467957, 0
651, 10, 466399, 466399, 0
661, 10, 467873, 467873, 0
671, 10, 467464, 467464, 0
681, 10, 468733, 468733, 0
691, 10, 467799, 467799, 0
701, 10, 467660, 467660, 0
711, 10, 467346, 467346, 0
721, 10, 468098, 468098, 0
731, 10, 467342, 467342, 0
741, 10, 467590, 467590, 0
751, 10, 468858, 468858, 0
761, 10, 468069, 468069, 0
771, 10, 469016, 469016, 0
781, 10, 467473, 467473, 0
791, 10, 469435, 469435, 0
801, 10, 464756, 464756, 0
811, 10, 467954, 467954, 0
821, 10, 467052, 467052, 0
831, 10, 469360, 469360, 0
841, 10, 467223, 467223, 0
851, 10, 464943, 464943, 0
861, 10, 468254, 468254, 0
871, 10, 464865, 464865, 0
881, 10, 467405, 467405, 0
891, 10, 466266, 466266, 0
901, 10, 467593, 467593, 0
911, 10, 465164, 465164, 0
921, 10, 467830, 467830, 0
931, 10, 466873, 466873, 0
941, 10, 468284, 468284, 0
951, 10, 467996, 467996, 0
961, 10, 468465, 468465, 0
971, 10, 466463, 466463, 0
981, 10, 465426, 465426, 0
991, 10, 470308, 470308, 0
1001, 10, 467815, 467815, 0
1011, 10, 465229, 465229, 0
1021, 10, 468187, 468187, 0
1032, 10, 468048, 468048, 0
1042, 10, 468232, 468232, 0
1052, 10, 467634, 467634, 0
1062, 10, 466636, 466636, 0
1072, 10, 466737, 466737, 0
1082, 10, 467273, 467273, 0
1092, 10, 468843, 468843, 0
1102, 10, 472097, 472097, 0
1112, 10, 467431, 467431, 0
1122, 10, 466815, 466815, 0
1132, 10, 466403, 466403, 0
1142, 10, 467895, 467895, 0
1152, 10, 467335, 467335, 0
1162, 10, 467326, 467326, 0
1172, 10, 468681, 468681, 0
1182, 10, 466791, 466791, 0
1192, 10, 468443, 468443, 0
1202, 10, 466901, 466901, 0
1203, 1, 73490, 73490, 0
