elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 18319, 2946, 5991.3, 4410.1, 11019.3, 11215.9, 11421.3, 11677, 0
20, 10, 18247, 3281, 6023.3, 4430.9, 11047.4, 11222.5, 11438.5, 11549, 0
30, 10, 18307, 3600, 6054.8, 4430.3, 11060.8, 11227.1, 11446.6, 11503, 0
40, 10, 17988, 3413, 6069.1, 4436.3, 11055.8, 11223.3, 11433.6, 11576, 0
50, 10, 18226, 3556, 5999.8, 4426.3, 11022.1, 11219.6, 11452.2, 11788, 0
60, 10, 18272, 3430, 6040.7, 4430.5, 11064.4, 11227.5, 11451.7, 11653, 0
70, 10, 18230, 3441, 6035.4, 4428.9, 11054.5, 11226.4, 11449.3, 11592, 0
80, 10, 18365, 3515, 6033.4, 4428.7, 11043.3, 11225.3, 11463.1, 11623, 0
90, 10, 18250, 3532, 6038.4, 4428.5, 11037.2, 11224.9, 11475.5, 11860, 0
100, 10, 18313, 3522, 6026.6, 4425.9, 11039.9, 11218.7, 11437.2, 12145, 0
110, 10, 18176, 3329, 6045.5, 4437.0, 11070.1, 11230.4, 11467.5, 11821, 0
120, 10, 18118, 3232, 6022.0, 4437.5, 11063.7, 11225.2, 11435.3, 11487, 0
130, 10, 18195, 3485, 6020.5, 4433.4, 11057.3, 11226.1, 11442.4, 11479, 0
140, 10, 18110, 3665, 6034.6, 4425.1, 11019.6, 11215.8, 11420.8, 11503, 0
150, 10, 18443, 3406, 6052.5, 4444.6, 11075.2, 11225.6, 11434.8, 11540, 0
160, 10, 18496, 3314, 6008.0, 4436.0, 11062.7, 11227.1, 11456.2, 11579, 0
170, 10, 18658, 3301, 6020.5, 4420.8, 11017.4, 11214.0, 11409.9, 11507, 0
180, 10, 18422, 3073, 5999.8, 4437.8, 11053.9, 11224.3, 11456.7, 11673, 0
190, 10, 18204, 3305, 6003.4, 4429.8, 11042.6, 11221.1, 11437.7, 11637, 0
200, 10, 18423, 3181, 6042.4, 4432.1, 11017.5, 11213.0, 11401.0, 11587, 0
210, 10, 18480, 3125, 5996.6, 4419.0, 10998.8, 11213.2, 11427.7, 11661, 0
220, 10, 18095, 3026, 5995.6, 4419.7, 11028.3, 11217.8, 11431.4, 11552, 0
230, 10, 18289, 3736, 6055.8, 4430.3, 11052.9, 11223.0, 11434.5, 11507, 0
240, 10, 18512, 3441, 5981.4, 4412.6, 11002.9, 11210.4, 11394.8, 11467, 0
