elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 9089, 257, 482196.2, 552601.6, 857963.8, 929963.7, 936407.1, 1030119, 0
20, 10, 23382, 45081, 865080.2, 894713.0, 1239931.2, 1467348.3, 1498702.2, 1616246, 0
30, 10, 19811, 258837, 1208371.7, 1163843.8, 1906120.8, 2250722.5, 2460047.2, 2837809, 0
40, 10, 22013, 295266, 1414503.3, 1368875.0, 2064337.5, 2595467.5, 2629996.8, 2635095, 0
50, 10, 22392, 894643, 1680975.3, 1666250.0, 2015372.2, 3148942.5, 3333402.0, 3341838, 0
60, 10, 21158, 1112345, 1908524.5, 1914531.3, 2128825.0, 2256758.8, 2285105.3, 2288067, 0
70, 10, 22245, 1863713, 1998103.7, 1997506.1, 2036189.9, 2095377.5, 2131688.8, 2137357, 0
80, 10, 22251, 1858824, 2000950.8, 2008207.6, 2039179.2, 2089580.2, 2098093.6, 2129160, 0
90, 10, 22144, 1880830, 1998341.5, 2004677.1, 2028059.1, 2065778.0, 2104042.8, 2108333, 0
100, 10, 22213, 1726790, 1998368.1, 2003128.5, 2031629.9, 2061036.3, 2076739.3, 2078128, 0
110, 10, 22284, 1891839, 1999738.6, 2005149.4, 2028444.6, 2050772.3, 2077143.0, 2101252, 0
120, 10, 22159, 1894944, 2002361.9, 2007462.5, 2031359.8, 2070620.5, 2095903.4, 2103378, 0
130, 10, 22221, 1880044, 2000713.3, 2003747.9, 2031918.6, 2046635.4, 2098694.7, 2121327, 0
140, 10, 22181, 1918804, 2001752.0, 2006947.2, 2033599.2, 2051674.6, 2064151.6, 2075525, 0
150, 10, 22025, 1898961, 2001724.1, 2005336.5, 2035160.5, 2053919.6, 2082496.9, 2097169, 0
160, 10, 22239, 1896347, 1999478.2, 2004632.2, 2036801.8, 2051581.6, 2098440.2, 2112572, 0
170, 10, 22225, 1899421, 2000192.9, 2002741.6, 2033393.2, 2058919.6, 2090481.3, 2095801, 0
180, 10, 22245, 1917408, 2001419.8, 2004271.6, 2031747.6, 2059534.4, 2093859.7, 2097459, 0
190, 10, 22251, 1913957, 2000835.2, 2001901.7, 2037014.1, 2070423.5, 2081437.3, 2087367, 0
200, 10, 22232, 1897143, 1995617.6, 1999947.8, 2031787.0, 2048417.1, 2079692.0, 2085142, 0
210, 10, 22242, 1896711, 1996352.2, 1999096.2, 2032510.7, 2065395.0, 2083594.8, 2091694, 0
