elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 12407, 797, 86596.3, 84721.6, 93200.8, 93850.4, 94514.8, 94936, 0
20, 10, 12710, 80936, 87304.6, 84783.1, 93249.8, 93726.6, 94380.2, 95097, 0
30, 10, 12711, 80926, 87342.7, 84853.7, 93351.0, 93838.6, 94480.3, 95493, 0
40, 10, 12736, 80564, 87302.8, 84872.0, 93338.7, 93849.1, 94451.8, 95208, 0
50, 10, 12709, 81655, 87397.4, 84946.4, 93426.2, 93940.3, 94474.9, 95591, 0
60, 10, 12617, 80873, 87453.1, 85002.6, 93471.1, 94027.6, 94667.6, 95245, 0
70, 10, 12633, 81997, 87557.3, 85079.1, 93563.9, 94073.3, 94606.1, 94954, 0
80, 10, 12539, 81778, 87658.9, 85150.7, 93646.2, 94107.8, 94637.6, 95260, 0
90, 10, 12632, 81074, 87588.3, 85133.5, 93630.4, 94070.5, 94686.0, 95067, 0
100, 10, 13047, 81575, 87751.6, 85240.4, 93731.3, 94213.0, 94804.2, 96090, 0
110, 10, 12607, 82281, 87827.0, 85320.2, 93822.4, 94249.9, 94784.8, 95086, 0
120, 10, 12558, 81640, 87921.5, 85367.8, 93858.8, 94335.1, 94829.3, 96030, 0
130, 10, 12593, 82363, 87937.0, 85391.0, 93887.8, 94348.4, 94816.9, 95338, 0
140, 10, 12548, 82456, 88040.4, 85523.0, 94009.6, 94477.6, 95069.6, 95294, 0
150, 10, 12634, 82297, 88090.6, 85541.3, 94030.0, 94477.0, 95010.2, 95910, 0
160, 10, 12483, 82630, 88105.4, 85529.8, 94018.0, 94440.8, 94930.0, 95340, 0
170, 10, 12501, 82485, 88199.0, 85629.3, 94163.6, 94603.8, 95079.5, 95563, 0
180, 10, 12576, 79779, 88143.5, 85557.7, 94070.9, 94497.7, 94993.7, 95500, 0
190, 10, 12511, 80659, 88165.0, 85561.2, 94110.6, 94558.6, 95170.2, 98323, 0
200, 10, 12449, 82496, 88135.9, 85563.5, 94068.5, 94510.4, 95126.2, 95399, 0
210, 10, 12550, 81205, 88138.5, 85540.7, 94023.3, 94441.7, 94933.9, 95180, 0
220, 10, 12571, 79684, 88104.5, 85556.9, 94075.1, 94490.0, 95032.5, 95766, 0
230, 10, 12557, 81071, 88220.3, 85636.8, 94100.8, 94521.7, 94960.7, 95281, 0
240, 10, 12596, 82483, 88091.1, 85596.2, 94087.8, 94474.9, 94906.6, 95094, 0
250, 10, 12432, 80870, 88201.3, 85622.9, 94126.6, 94521.1, 95089.2, 97484, 0
260, 10, 12471, 81686, 87979.4, 85535.6, 93999.8, 94474.4, 94995.8, 95848, 0
270, 10, 12347, 78960, 88097.6, 85665.9, 94153.4, 94629.2, 95112.5, 95570, 0
280, 10, 12570, 80648, 87997.8, 85536.2, 94003.1, 94494.0, 95204.1, 96559, 0
290, 10, 12791, 79595, 87962.0, 85509.1, 93972.3, 94464.6, 95276.1, 97234, 0
300, 10, 12573, 81425, 88096.0, 85610.0, 94079.8, 94567.9, 95209.8, 96993, 0
310, 10, 12588, 81133, 88026.7, 85579.8, 94113.6, 94644.8, 95423.5, 96409, 0
320, 10, 12471, 81137, 88123.3, 85644.2, 94148.0, 94647.3, 95431.4, 95872, 0
330, 10, 12591, 80842, 88056.9, 85676.1, 94149.1, 94686.7, 95600.4, 97536, 0
340, 10, 12615, 81315, 88009.3, 85621.0, 94120.7, 94639.0, 95299.5, 96611, 0
350, 10, 12840, 80851, 87961.9, 85557.9, 94063.6, 94630.3, 95321.8, 96737, 0
360, 10, 12560, 80765, 88012.7, 85649.7, 94085.0, 94640.9, 95587.1, 97790, 0
370, 10, 12449, 79514, 88036.5, 85639.2, 94124.1, 94641.1, 95231.9, 95657, 0
380, 10, 12422, 81187, 87991.4, 85537.4, 93984.1, 94493.6, 95308.6, 96821, 0
390, 10, 12292, 80999, 87826.4, 85443.7, 93878.6, 94410.7, 95084.3, 95859, 0
