elapsed, window, total, successful, failed
10, 10, 113532, 113532, 0
20, 10, 114086, 114086, 0
30, 10, 114047, 114047, 0
40, 10, 114114, 114114, 0
50, 10, 113836, 113836, 0
60, 10, 113893, 113893, 0
70, 10, 113757, 113757, 0
80, 10, 113695, 113695, 0
90, 10, 113562, 113562, 0
100, 10, 113596, 113596, 0
110, 10, 113488, 113488, 0
120, 10, 113441, 113441, 0
130, 10, 113425, 113425, 0
140, 10, 113102, 113102, 0
150, 10, 113251, 113251, 0
160, 10, 113092, 113092, 0
170, 10, 113168, 113168, 0
180, 10, 113114, 113114, 0
190, 10, 113113, 113113, 0
200, 10, 113197, 113197, 0
210, 10, 113104, 113104, 0
220, 10, 113213, 113213, 0
230, 10, 113069, 113069, 0
240, 10, 113143, 113143, 0
250, 10, 113108, 113108, 0
260, 10, 113134, 113134, 0
270, 10, 113044, 113044, 0
280, 10, 113188, 113188, 0
290, 10, 113122, 113122, 0
300, 10, 113159, 113159, 0
310, 10, 113061, 113061, 0
320, 10, 113000, 113000, 0
330, 10, 112971, 112971, 0
340, 10, 113029, 113029, 0
350, 10, 113047, 113047, 0
360, 10, 113197, 113197, 0
370, 10, 113029, 113029, 0
380, 10, 113156, 113156, 0
390, 10, 113269, 113269, 0
400, 10, 113229, 113229, 0
410, 10, 113328, 113328, 0
420, 10, 113200, 113200, 0
430, 10, 113247, 113247, 0
440, 10, 113096, 113096, 0
450, 10, 113402, 113402, 0
460, 10, 113277, 113277, 0
470, 10, 113212, 113212, 0
480, 10, 113263, 113263, 0
490, 10, 113247, 113247, 0
500, 10, 113254, 113254, 0
510, 10, 113171, 113171, 0
520, 10, 113074, 113074, 0
530, 10, 113074, 113074, 0
540, 10, 113137, 113137, 0
550, 10, 113153, 113153, 0
560, 10, 113137, 113137, 0
570, 10, 113254, 113254, 0
580, 10, 113327, 113327, 0
590, 10, 113293, 113293, 0
600, 10, 113319, 113319, 0
610, 10, 113232, 113232, 0
620, 10, 113206, 113206, 0
630, 10, 113227, 113227, 0
640, 10, 113049, 113049, 0
650, 10, 113309, 113309, 0
660, 10, 113080, 113080, 0
670, 10, 113141, 113141, 0
680, 10, 113106, 113106, 0
690, 10, 113041, 113041, 0
700, 10, 113030, 113030, 0
710, 10, 113019, 113019, 0
720, 10, 113255, 113255, 0
730, 10, 113123, 113123, 0
740, 10, 113203, 113203, 0
750, 10, 113045, 113045, 0
760, 10, 112985, 112985, 0
770, 10, 112915, 112915, 0
780, 10, 113043, 113043, 0
790, 10, 112930, 112930, 0
800, 10, 113113, 113113, 0
810, 10, 112773, 112773, 0
820, 10, 112993, 112993, 0
830, 10, 112995, 112995, 0
840, 10, 112773, 112773, 0
850, 10, 112836, 112836, 0
860, 10, 112958, 112958, 0
870, 10, 112921, 112921, 0
880, 10, 112813, 112813, 0
890, 10, 112696, 112696, 0
900, 10, 112873, 112873, 0
910, 10, 112871, 112871, 0
920, 10, 112845, 112845, 0
930, 10, 112763, 112763, 0
940, 10, 112928, 112928, 0
950, 10, 112924, 112924, 0
960, 10, 112804, 112804, 0
970, 10, 112931, 112931, 0
980, 10, 112944, 112944, 0
990, 10, 112769, 112769, 0
1000, 10, 112947, 112947, 0
1010, 10, 112941, 112941, 0
1020, 10, 112892, 112892, 0
1030, 10, 112823, 112823, 0
1040, 10, 112760, 112760, 0
1050, 10, 113129, 113129, 0
1060, 10, 113135, 113135, 0
1070, 10, 113092, 113092, 0
1080, 10, 113228, 113228, 0
1090, 10, 113011, 113011, 0
1100, 10, 113143, 113143, 0
1110, 10, 113147, 113147, 0
1120, 10, 113093, 113093, 0
1130, 10, 112961, 112961, 0
1140, 10, 113190, 113190, 0
1150, 10, 113117, 113117, 0
1160, 10, 113016, 113016, 0
1170, 10, 113054, 113054, 0
1180, 10, 113171, 113171, 0
1190, 10, 112923, 112923, 0
1200, 10, 113162, 113162, 0
1201, 1, 11073, 11073, 0
