elapsed, window, total, successful, failed
10, 10, 160253, 160253, 0
20, 10, 160741, 160741, 0
30, 10, 160799, 160799, 0
40, 10, 160887, 160887, 0
50, 10, 160676, 160676, 0
60, 10, 161029, 161029, 0
70, 10, 160721, 160721, 0
80, 10, 160853, 160853, 0
90, 10, 160869, 160869, 0
100, 10, 161032, 161032, 0
110, 10, 160765, 160765, 0
120, 10, 160609, 160609, 0
130, 10, 160870, 160870, 0
140, 10, 160788, 160788, 0
150, 10, 161041, 161041, 0
160, 10, 160746, 160746, 0
170, 10, 160823, 160823, 0
180, 10, 160862, 160862, 0
190, 10, 160911, 160911, 0
200, 10, 160955, 160955, 0
210, 10, 160689, 160689, 0
220, 10, 160670, 160670, 0
230, 10, 160966, 160966, 0
240, 10, 160688, 160688, 0
250, 10, 161030, 161030, 0
260, 10, 160697, 160697, 0
270, 10, 160869, 160869, 0
280, 10, 160655, 160655, 0
290, 10, 160830, 160830, 0
300, 10, 161235, 161235, 0
310, 10, 160829, 160829, 0
320, 10, 160974, 160974, 0
330, 10, 160827, 160827, 0
340, 10, 160953, 160953, 0
350, 10, 160612, 160612, 0
360, 10, 161236, 161236, 0
370, 10, 160447, 160447, 0
380, 10, 160716, 160716, 0
390, 10, 160863, 160863, 0
400, 10, 161064, 161064, 0
410, 10, 160748, 160748, 0
420, 10, 161136, 161136, 0
430, 10, 160653, 160653, 0
440, 10, 161183, 161183, 0
450, 10, 161064, 161064, 0
460, 10, 161119, 161119, 0
470, 10, 160641, 160641, 0
480, 10, 160858, 160858, 0
490, 10, 160798, 160798, 0
500, 10, 160846, 160846, 0
510, 10, 160604, 160604, 0
520, 10, 161028, 161028, 0
530, 10, 161018, 161018, 0
540, 10, 160920, 160920, 0
550, 10, 160541, 160541, 0
560, 10, 161123, 161123, 0
570, 10, 160875, 160875, 0
580, 10, 160798, 160798, 0
590, 10, 161073, 161073, 0
600, 10, 161033, 161033, 0
610, 10, 160687, 160687, 0
620, 10, 160804, 160804, 0
630, 10, 161174, 161174, 0
640, 10, 160741, 160741, 0
650, 10, 161071, 161071, 0
660, 10, 160774, 160774, 0
670, 10, 160673, 160673, 0
680, 10, 160903, 160903, 0
690, 10, 160827, 160827, 0
700, 10, 161118, 161118, 0
710, 10, 160845, 160845, 0
720, 10, 160821, 160821, 0
730, 10, 160862, 160862, 0
740, 10, 160897, 160897, 0
750, 10, 160695, 160695, 0
760, 10, 160628, 160628, 0
770, 10, 160792, 160792, 0
780, 10, 160885, 160885, 0
790, 10, 160742, 160742, 0
800, 10, 160810, 160810, 0
810, 10, 160642, 160642, 0
820, 10, 161090, 161090, 0
830, 10, 161020, 161020, 0
840, 10, 161043, 161043, 0
850, 10, 160995, 160995, 0
860, 10, 161072, 161072, 0
870, 10, 160834, 160834, 0
880, 10, 161002, 161002, 0
890, 10, 160793, 160793, 0
900, 10, 160800, 160800, 0
910, 10, 161149, 161149, 0
920, 10, 160860, 160860, 0
930, 10, 160949, 160949, 0
940, 10, 160928, 160928, 0
950, 10, 160788, 160788, 0
960, 10, 160715, 160715, 0
970, 10, 161028, 161028, 0
980, 10, 160659, 160659, 0
990, 10, 160887, 160887, 0
1000, 10, 160911, 160911, 0
1010, 10, 160904, 160904, 0
1020, 10, 160642, 160642, 0
1030, 10, 160979, 160979, 0
1040, 10, 160860, 160860, 0
1050, 10, 161115, 161115, 0
1060, 10, 160893, 160893, 0
1070, 10, 160879, 160879, 0
1080, 10, 160892, 160892, 0
1090, 10, 160903, 160903, 0
1100, 10, 160918, 160918, 0
1110, 10, 160555, 160555, 0
1120, 10, 161172, 161172, 0
1130, 10, 161277, 161277, 0
1140, 10, 160952, 160952, 0
1150, 10, 161221, 161221, 0
1160, 10, 160777, 160777, 0
1170, 10, 161167, 161167, 0
1180, 10, 160945, 160945, 0
1190, 10, 160748, 160748, 0
1200, 10, 161069, 161069, 0
1201, 1, 14159, 14159, 0
