elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 71314, 150, 563.3, 385.8, 681.5, 6819.6, 7131.3, 7309, 0
20, 10, 71412, 147, 552.4, 382.5, 660.5, 6814.6, 7127.7, 7218, 0
30, 10, 71342, 150, 551.9, 382.5, 660.4, 6824.4, 7143.9, 7287, 0
40, 10, 71534, 150, 558.2, 383.0, 665.0, 6839.0, 7147.4, 7340, 0
50, 10, 71297, 148, 557.4, 382.8, 664.6, 6829.6, 7136.0, 7298, 0
60, 10, 71703, 149, 550.7, 382.7, 659.7, 6805.1, 7126.4, 7277, 0
70, 10, 71268, 150, 555.0, 382.4, 661.7, 6823.8, 7146.6, 7311, 0
80, 10, 71814, 148, 555.3, 382.8, 663.9, 6835.3, 7134.4, 7275, 0
90, 10, 71558, 150, 557.6, 382.9, 663.9, 6846.0, 7153.5, 7575, 0
100, 10, 71354, 151, 552.1, 383.1, 662.0, 6830.4, 7145.2, 7368, 0
110, 10, 71361, 150, 555.2, 382.8, 663.7, 6815.2, 7114.7, 7272, 0
120, 10, 71335, 145, 556.1, 382.8, 665.5, 6822.6, 7139.4, 7393, 0
130, 10, 71733, 151, 555.9, 382.7, 662.0, 6826.8, 7131.3, 7256, 0
140, 10, 71356, 148, 553.4, 382.5, 662.4, 6825.4, 7132.0, 7297, 0
150, 10, 71775, 148, 554.8, 383.0, 663.2, 6834.6, 7137.9, 7231, 0
160, 10, 71532, 149, 556.9, 382.5, 661.6, 6846.6, 7158.5, 7325, 0
170, 10, 71633, 151, 557.7, 382.5, 663.9, 6840.2, 7128.3, 7283, 0
180, 10, 71389, 150, 554.7, 382.7, 662.7, 6832.5, 7133.6, 7427, 0
190, 10, 71948, 146, 555.0, 382.7, 661.1, 6835.8, 7125.1, 7255, 0
200, 10, 71625, 149, 556.3, 382.8, 662.7, 6819.7, 7126.6, 7342, 0
210, 10, 71303, 152, 559.6, 382.8, 665.1, 6831.2, 7149.9, 7391, 0
220, 10, 71364, 147, 554.4, 382.6, 663.1, 6810.4, 7125.2, 7285, 0
230, 10, 71707, 150, 556.4, 383.0, 665.3, 6829.9, 7121.9, 7333, 0
240, 10, 71214, 150, 555.5, 382.8, 663.7, 6828.4, 7142.1, 7231, 0
250, 10, 71424, 152, 554.7, 382.8, 663.0, 6827.0, 7139.6, 7372, 0
260, 10, 71222, 151, 557.4, 383.2, 666.3, 6826.4, 7141.6, 7251, 0
270, 10, 71686, 149, 554.8, 382.6, 662.3, 6826.9, 7134.5, 7326, 0
280, 10, 71367, 147, 558.7, 382.8, 664.7, 6840.9, 7144.4, 7219, 0
290, 10, 71734, 152, 558.4, 382.6, 664.0, 6809.2, 7111.8, 7343, 0
300, 10, 71579, 149, 553.7, 383.2, 662.5, 6831.0, 7137.9, 7330, 0
310, 10, 72007, 143, 555.4, 382.3, 660.7, 6826.5, 7142.6, 7287, 0
320, 10, 71726, 150, 549.9, 382.5, 658.1, 6814.0, 7116.2, 7202, 0
330, 10, 71247, 149, 556.2, 382.5, 663.5, 6826.0, 7139.5, 7330, 0
340, 10, 71282, 151, 555.8, 383.0, 665.0, 6833.2, 7131.5, 7566, 0
350, 10, 71503, 149, 556.7, 382.6, 663.3, 6837.6, 7141.6, 7416, 0
360, 10, 71463, 151, 558.6, 383.0, 663.8, 6825.2, 7113.1, 7597, 0
370, 10, 71112, 150, 558.6, 382.5, 666.1, 6828.6, 7131.6, 7298, 0
380, 10, 71048, 152, 551.1, 382.2, 658.4, 6829.7, 7143.5, 7475, 0
390, 10, 71572, 150, 561.2, 382.7, 666.1, 6825.0, 7128.5, 7371, 0
400, 10, 71721, 151, 552.3, 383.1, 663.0, 6827.4, 7141.5, 7388, 0
410, 10, 71213, 148, 554.0, 382.5, 661.3, 6835.0, 7134.5, 7270, 0
420, 10, 71492, 149, 558.2, 382.9, 664.1, 6826.6, 7119.5, 7230, 0
430, 10, 71287, 146, 556.7, 382.5, 663.8, 6833.3, 7131.5, 7376, 0
440, 10, 71708, 153, 556.7, 383.1, 663.4, 6833.8, 7154.0, 7332, 0
450, 10, 71348, 148, 550.9, 382.9, 660.8, 6822.2, 7119.7, 7334, 0
460, 10, 71973, 149, 556.4, 383.4, 665.8, 6830.0, 7134.9, 7328, 0
470, 10, 71508, 149, 553.0, 382.7, 662.7, 6835.0, 7146.6, 7288, 0
480, 10, 71465, 147, 552.4, 382.7, 661.4, 6834.4, 7143.9, 7293, 0
490, 10, 71409, 149, 558.9, 383.2, 666.9, 6831.8, 7144.4, 7369, 0
500, 10, 71511, 147, 557.9, 382.2, 661.7, 6819.3, 7121.4, 7217, 0
