elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 233092, 153, 1097.2, 1088.0, 1547.0, 1745.7, 2224.5, 6100, 0
20, 10, 233674, 219, 1099.3, 1090.7, 1536.9, 1740.1, 2149.0, 6124, 0
30, 10, 234398, 204, 1100.4, 1088.0, 1582.6, 1782.4, 2182.6, 5820, 0
40, 10, 234649, 199, 1102.1, 1092.8, 1557.8, 1746.3, 2204.8, 6009, 0
50, 10, 234183, 197, 1089.8, 1084.8, 1501.6, 1728.7, 1993.8, 5218, 0
60, 10, 234696, 174, 1092.8, 1084.3, 1561.3, 1742.6, 1998.3, 5770, 0
70, 10, 233605, 252, 1082.2, 1070.4, 1499.4, 1746.7, 2140.4, 4856, 0
80, 10, 234992, 218, 1085.4, 1080.6, 1509.1, 1729.1, 1985.4, 4914, 0
90, 10, 234856, 245, 1085.8, 1076.0, 1498.4, 1733.1, 2044.7, 5785, 0
100, 10, 235046, 219, 1093.0, 1085.0, 1506.0, 1730.0, 1992.8, 5380, 0
110, 10, 234150, 190, 1096.7, 1087.6, 1535.3, 1736.9, 1989.3, 3224, 0
120, 10, 234718, 184, 1087.4, 1076.7, 1552.9, 1746.9, 2114.1, 5732, 0
130, 10, 235746, 164, 1093.4, 1084.5, 1539.9, 1739.6, 2014.2, 3553, 0
140, 10, 234734, 206, 1081.6, 1070.7, 1510.1, 1736.2, 2064.4, 5574, 0
150, 10, 234131, 251, 1097.0, 1087.4, 1541.2, 1738.2, 1996.6, 5294, 0
160, 10, 234264, 248, 1087.3, 1077.2, 1538.7, 1737.1, 1990.5, 3414, 0
170, 10, 234937, 251, 1097.1, 1091.1, 1495.3, 1715.1, 1967.4, 4995, 0
180, 10, 233891, 163, 1077.3, 1069.8, 1489.9, 1722.7, 2129.5, 5537, 0
190, 10, 234105, 237, 1085.5, 1075.3, 1499.3, 1730.8, 2013.7, 5819, 0
200, 10, 234396, 147, 1089.3, 1081.1, 1532.3, 1748.0, 2174.6, 5891, 0
210, 10, 234860, 170, 1100.6, 1088.6, 1561.3, 1755.0, 2169.5, 6132, 0
220, 10, 233032, 166, 1095.3, 1092.3, 1514.6, 1732.9, 1986.2, 5052, 0
230, 10, 233464, 278, 1085.7, 1076.4, 1493.3, 1722.7, 2041.3, 5518, 0
240, 10, 233699, 218, 1080.3, 1073.8, 1483.9, 1705.9, 1977.6, 5604, 0
250, 10, 234556, 250, 1083.7, 1076.4, 1497.7, 1723.4, 1975.2, 4132, 0
260, 10, 234320, 230, 1072.5, 1067.0, 1480.4, 1706.5, 1985.1, 6223, 0
270, 10, 234151, 220, 1086.5, 1079.8, 1495.2, 1725.5, 1999.5, 5331, 0
280, 10, 233746, 244, 1084.3, 1078.2, 1492.9, 1722.0, 1992.8, 5697, 0
290, 10, 233850, 250, 1103.2, 1095.2, 1587.2, 1757.7, 2014.4, 4968, 0
300, 10, 233682, 265, 1100.0, 1095.0, 1506.2, 1725.9, 1983.2, 4670, 0
310, 10, 234488, 281, 1074.3, 1067.3, 1478.7, 1698.8, 1963.1, 5667, 0
320, 10, 234838, 157, 1080.7, 1071.8, 1498.4, 1729.4, 1990.7, 5595, 0
330, 10, 233836, 244, 1094.6, 1089.4, 1516.5, 1730.1, 2023.2, 6221, 0
340, 10, 233872, 297, 1089.6, 1081.7, 1500.3, 1722.6, 1975.8, 5478, 0
350, 10, 234813, 216, 1085.0, 1075.3, 1530.3, 1743.3, 2117.6, 5555, 0
360, 10, 233908, 198, 1098.1, 1088.6, 1546.9, 1741.0, 1997.6, 5749, 0
370, 10, 233556, 241, 1108.0, 1103.9, 1574.1, 1743.5, 2021.3, 5762, 0
380, 10, 233573, 240, 1084.6, 1074.3, 1499.3, 1742.7, 2202.6, 5097, 0
390, 10, 234161, 202, 1089.2, 1083.9, 1541.4, 1738.3, 1998.7, 3390, 0
400, 10, 234041, 202, 1080.4, 1072.1, 1504.5, 1733.8, 2141.7, 6118, 0
410, 10, 233831, 211, 1109.9, 1092.9, 1641.9, 1915.1, 2334.8, 4880, 0
420, 10, 234268, 222, 1098.2, 1085.0, 1560.1, 1811.2, 2218.2, 5697, 0
