elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 58061, 283, 1095.6, 1087.8, 1541.8, 1746.3, 2160.4, 5798, 0
20, 10, 58057, 212, 1098.8, 1090.9, 1534.9, 1738.7, 2139.2, 5570, 0
30, 10, 58579, 290, 1102.1, 1089.4, 1582.9, 1793.7, 2230.6, 6079, 0
40, 10, 58266, 257, 1103.1, 1093.7, 1561.6, 1746.6, 2140.9, 5305, 0
50, 10, 58727, 255, 1089.9, 1085.0, 1498.9, 1728.1, 1991.6, 4846, 0
60, 10, 59046, 243, 1092.9, 1084.9, 1560.3, 1739.6, 1996.8, 5315, 0
70, 10, 58217, 241, 1082.9, 1070.5, 1499.4, 1748.5, 2175.3, 4881, 0
80, 10, 58882, 238, 1086.1, 1081.8, 1509.2, 1728.3, 1987.3, 4825, 0
90, 10, 58737, 262, 1085.5, 1075.5, 1497.7, 1732.2, 2041.1, 5464, 0
100, 10, 59066, 323, 1092.4, 1084.2, 1499.4, 1728.6, 1996.0, 3359, 0
110, 10, 58918, 309, 1098.0, 1089.9, 1534.7, 1741.4, 1995.5, 5415, 0
120, 10, 58607, 237, 1086.9, 1075.8, 1553.9, 1753.5, 2173.1, 5676, 0
130, 10, 58582, 230, 1092.6, 1084.1, 1538.2, 1740.8, 1997.3, 3420, 0
140, 10, 58601, 292, 1082.8, 1071.8, 1513.1, 1738.3, 2118.9, 5543, 0
150, 10, 58342, 248, 1095.7, 1086.8, 1536.7, 1732.8, 1992.2, 5384, 0
160, 10, 58798, 208, 1087.8, 1077.1, 1540.9, 1741.4, 2023.3, 5238, 0
170, 10, 58929, 245, 1098.7, 1092.4, 1496.4, 1719.7, 1981.9, 4998, 0
180, 10, 58460, 304, 1074.8, 1067.9, 1487.1, 1720.9, 2042.0, 5230, 0
190, 10, 59102, 324, 1086.1, 1076.5, 1499.0, 1728.3, 2042.1, 6142, 0
200, 10, 58695, 214, 1088.6, 1080.2, 1531.6, 1747.7, 2140.8, 4984, 0
210, 10, 58535, 189, 1100.2, 1087.5, 1563.6, 1760.7, 2160.6, 6626, 0
220, 10, 58172, 234, 1095.6, 1091.3, 1519.3, 1733.7, 2005.8, 5058, 0
230, 10, 58135, 305, 1085.6, 1076.3, 1493.9, 1722.5, 1997.1, 5914, 0
240, 10, 58221, 273, 1078.2, 1071.9, 1483.1, 1704.3, 1971.8, 4801, 0
250, 10, 58647, 283, 1084.0, 1076.7, 1497.2, 1722.1, 1982.5, 3548, 0
260, 10, 58375, 272, 1072.1, 1065.9, 1479.0, 1706.6, 1998.4, 5377, 0
270, 10, 58971, 245, 1086.9, 1080.1, 1496.9, 1726.9, 1992.1, 5074, 0
280, 10, 58693, 276, 1084.5, 1079.1, 1490.9, 1720.4, 1996.6, 4940, 0
290, 10, 58575, 300, 1105.7, 1097.0, 1588.8, 1770.1, 2046.5, 2971, 0
300, 10, 58343, 201, 1102.4, 1096.1, 1519.7, 1729.5, 1987.7, 2860, 0
310, 10, 58982, 280, 1074.4, 1066.5, 1478.8, 1696.8, 1956.5, 3245, 0
320, 10, 58951, 240, 1080.1, 1070.6, 1497.9, 1727.8, 1977.2, 4989, 0
330, 10, 58691, 313, 1093.9, 1089.3, 1512.0, 1728.8, 1998.6, 5658, 0
340, 10, 58122, 269, 1089.9, 1081.7, 1502.8, 1724.3, 1979.9, 5141, 0
350, 10, 58304, 261, 1084.8, 1076.0, 1525.9, 1744.5, 2108.7, 5532, 0
360, 10, 58475, 189, 1097.2, 1087.8, 1548.6, 1742.6, 2007.8, 3245, 0
370, 10, 58462, 162, 1108.7, 1104.3, 1576.4, 1745.9, 2031.5, 5229, 0
380, 10, 59000, 216, 1084.3, 1073.0, 1507.2, 1743.8, 2204.3, 4862, 0
390, 10, 58743, 243, 1089.0, 1084.4, 1532.4, 1737.9, 1990.3, 3127, 0
400, 10, 58582, 301, 1081.1, 1072.4, 1502.1, 1734.4, 2187.0, 5012, 0
410, 10, 58964, 311, 1108.4, 1092.0, 1641.0, 1913.8, 2315.7, 4754, 0
420, 10, 58553, 247, 1100.4, 1086.2, 1563.1, 1828.9, 2239.7, 5367, 0
430, 10, 58644, 272, 1085.1, 1076.7, 1515.6, 1732.9, 1995.3, 4728, 0
440, 10, 58935, 189, 1080.9, 1073.1, 1486.9, 1709.4, 2252.3, 5772, 0
450, 10, 58314, 236, 1093.2, 1083.8, 1538.3, 1744.8, 2125.9, 5419, 0
460, 10, 58538, 239, 1069.7, 1062.5, 1482.4, 1707.2, 1992.8, 5254, 0
470, 10, 58584, 236, 1099.8, 1094.5, 1574.9, 1748.6, 2032.7, 3263, 0
480, 10, 58716, 255, 1096.8, 1084.4, 1555.1, 1742.0, 2112.7, 5396, 0
490, 10, 58538, 264, 1082.8, 1076.2, 1493.5, 1716.5, 1985.8, 5579, 0
500, 10, 57853, 319, 1082.4, 1076.5, 1489.5, 1714.5, 1977.6, 4569, 0
