elapsed, window, total, successful, failed
10, 10, 523429, 523429, 0
20, 10, 525941, 525941, 0
30, 10, 528359, 528359, 0
40, 10, 527638, 527638, 0
50, 10, 527091, 527091, 0
60, 10, 528063, 528063, 0
70, 10, 526016, 526016, 0
80, 10, 528794, 528794, 0
90, 10, 528671, 528671, 0
100, 10, 529167, 529167, 0
110, 10, 527010, 527010, 0
120, 10, 528289, 528289, 0
130, 10, 529243, 529243, 0
140, 10, 527631, 527631, 0
150, 10, 527258, 527258, 0
160, 10, 528313, 528313, 0
170, 10, 528580, 528580, 0
180, 10, 526512, 526512, 0
190, 10, 527517, 527517, 0
200, 10, 526598, 526598, 0
210, 10, 527885, 527885, 0
220, 10, 524631, 524631, 0
230, 10, 525818, 525818, 0
240, 10, 525117, 525117, 0
250, 10, 527347, 527347, 0
260, 10, 526370, 526370, 0
270, 10, 527330, 527330, 0
280, 10, 526640, 526640, 0
290, 10, 526439, 526439, 0
300, 10, 525995, 525995, 0
310, 10, 528273, 528273, 0
320, 10, 528109, 528109, 0
330, 10, 526200, 526200, 0
340, 10, 526943, 526943, 0
350, 10, 527340, 527340, 0
360, 10, 526612, 526612, 0
370, 10, 526366, 526366, 0
380, 10, 526368, 526368, 0
390, 10, 526808, 526808, 0
400, 10, 525869, 525869, 0
410, 10, 526955, 526955, 0
420, 10, 526668, 526668, 0
430, 10, 527644, 527644, 0
440, 10, 526900, 526900, 0
450, 10, 527151, 527151, 0
460, 10, 526751, 526751, 0
470, 10, 525995, 525995, 0
480, 10, 525595, 525595, 0
490, 10, 526709, 526709, 0
500, 10, 525801, 525801, 0
510, 10, 526487, 526487, 0
520, 10, 527934, 527934, 0
530, 10, 526820, 526820, 0
540, 10, 525756, 525756, 0
550, 10, 525443, 525443, 0
560, 10, 526649, 526649, 0
570, 10, 525802, 525802, 0
580, 10, 528390, 528390, 0
590, 10, 526659, 526659, 0
600, 10, 525550, 525550, 0
610, 10, 525032, 525032, 0
620, 10, 524254, 524254, 0
630, 10, 525690, 525690, 0
640, 10, 528912, 528912, 0
650, 10, 524459, 524459, 0
660, 10, 527535, 527535, 0
670, 10, 527427, 527427, 0
680, 10, 525934, 525934, 0
690, 10, 526124, 526124, 0
700, 10, 526745, 526745, 0
710, 10, 528654, 528654, 0
720, 10, 528027, 528027, 0
730, 10, 525995, 525995, 0
740, 10, 526926, 526926, 0
750, 10, 526209, 526209, 0
760, 10, 526756, 526756, 0
770, 10, 526823, 526823, 0
780, 10, 526314, 526314, 0
790, 10, 526694, 526694, 0
800, 10, 526137, 526137, 0
810, 10, 526007, 526007, 0
820, 10, 526487, 526487, 0
830, 10, 527374, 527374, 0
840, 10, 526211, 526211, 0
850, 10, 526416, 526416, 0
860, 10, 528220, 528220, 0
870, 10, 525781, 525781, 0
880, 10, 526469, 526469, 0
890, 10, 525474, 525474, 0
900, 10, 528638, 528638, 0
910, 10, 525303, 525303, 0
920, 10, 528481, 528481, 0
930, 10, 526418, 526418, 0
940, 10, 527843, 527843, 0
950, 10, 525850, 525850, 0
960, 10, 525543, 525543, 0
970, 10, 526694, 526694, 0
980, 10, 526017, 526017, 0
990, 10, 526098, 526098, 0
1000, 10, 526144, 526144, 0
1010, 10, 526104, 526104, 0
1020, 10, 526913, 526913, 0
1030, 10, 526839, 526839, 0
1040, 10, 526012, 526012, 0
1050, 10, 526628, 526628, 0
1060, 10, 525673, 525673, 0
1070, 10, 525966, 525966, 0
1080, 10, 527128, 527128, 0
1090, 10, 526615, 526615, 0
1100, 10, 528561, 528561, 0
1110, 10, 526975, 526975, 0
1120, 10, 526664, 526664, 0
1130, 10, 525835, 525835, 0
1140, 10, 527838, 527838, 0
1150, 10, 525436, 525436, 0
1160, 10, 527075, 527075, 0
1170, 10, 526091, 526091, 0
1180, 10, 527955, 527955, 0
1190, 10, 525742, 525742, 0
1200, 10, 525355, 525355, 0
1201, 1, 47433, 47433, 0
