elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 45640, 454, 1326.4, 1334.6, 1795.2, 1977.1, 2221.2, 4879, 0
20, 10, 45282, 458, 1331.5, 1341.3, 1795.4, 1976.8, 2204.3, 2435, 0
30, 10, 45375, 465, 1332.6, 1341.7, 1800.6, 1976.6, 2201.5, 2335, 0
40, 10, 45213, 464, 1331.2, 1341.7, 1788.4, 1972.9, 2198.0, 2502, 0
50, 10, 45458, 430, 1322.7, 1326.1, 1789.3, 1977.8, 2211.5, 2515, 0
60, 10, 45387, 455, 1331.9, 1340.1, 1802.9, 1978.4, 2214.8, 2577, 0
70, 10, 45234, 447, 1328.7, 1336.5, 1792.9, 1973.9, 2200.2, 2396, 0
80, 10, 45410, 471, 1329.5, 1338.2, 1794.6, 1976.1, 2214.1, 2608, 0
90, 10, 45190, 443, 1328.0, 1333.6, 1796.0, 1974.4, 2196.6, 2277, 0
100, 10, 45438, 470, 1331.1, 1339.2, 1799.5, 1978.5, 2208.0, 2318, 0
110, 10, 45511, 473, 1331.0, 1340.4, 1795.0, 1976.8, 2215.4, 2440, 0
120, 10, 45497, 436, 1330.1, 1339.5, 1788.4, 1972.7, 2192.7, 2405, 0
130, 10, 45579, 450, 1329.7, 1338.8, 1799.1, 1976.5, 2209.5, 2779, 0
140, 10, 45510, 455, 1329.3, 1337.5, 1791.6, 1977.7, 2208.1, 2398, 0
150, 10, 45309, 458, 1325.5, 1332.3, 1792.0, 1977.5, 2212.3, 2463, 0
160, 10, 45228, 442, 1321.4, 1326.9, 1776.3, 1973.1, 2198.7, 2712, 0
170, 10, 45499, 471, 1334.8, 1345.0, 1798.4, 1979.6, 2211.3, 2542, 0
180, 10, 45693, 418, 1325.8, 1333.2, 1789.8, 1975.3, 2207.3, 2442, 0
190, 10, 45464, 444, 1328.0, 1335.0, 1797.4, 1977.6, 2208.6, 2384, 0
200, 10, 45499, 440, 1332.6, 1343.5, 1800.8, 1976.5, 2204.0, 2443, 0
210, 10, 45332, 445, 1329.2, 1336.7, 1769.3, 1968.7, 2208.9, 5464, 0
220, 10, 45507, 471, 1326.7, 1332.9, 1796.5, 1978.4, 2221.9, 5637, 0
230, 10, 45465, 382, 1327.3, 1334.8, 1797.3, 1976.8, 2218.0, 5718, 0
240, 10, 45397, 466, 1329.6, 1337.1, 1793.7, 1978.1, 2222.9, 5299, 0
250, 10, 45159, 475, 1332.3, 1342.3, 1798.4, 1977.0, 2215.1, 3544, 0
260, 10, 45369, 445, 1328.9, 1338.2, 1796.0, 1974.7, 2208.3, 5744, 0
270, 10, 45583, 447, 1324.2, 1327.7, 1784.9, 1973.9, 2220.0, 5755, 0
280, 10, 45316, 447, 1327.2, 1333.4, 1794.5, 1980.2, 2223.6, 5592, 0
290, 10, 45523, 454, 1327.4, 1333.7, 1795.3, 1975.9, 2207.1, 5457, 0
300, 10, 45224, 413, 1327.4, 1332.6, 1792.5, 1976.0, 2222.4, 5280, 0
310, 10, 45521, 443, 1337.8, 1348.0, 1805.7, 1979.5, 2224.2, 5326, 0
320, 10, 45592, 423, 1314.5, 1317.1, 1768.9, 1970.7, 2206.5, 5235, 0
330, 10, 45368, 461, 1329.1, 1337.9, 1793.7, 1975.0, 2210.7, 4228, 0
340, 10, 45612, 468, 1334.0, 1344.1, 1796.1, 1978.0, 2216.2, 5471, 0
350, 10, 45736, 420, 1337.8, 1349.0, 1804.1, 1979.4, 2214.3, 4744, 0
360, 10, 45628, 428, 1325.9, 1333.5, 1794.4, 1977.8, 2221.2, 5206, 0
370, 10, 45550, 439, 1330.9, 1339.2, 1792.2, 1976.4, 2217.3, 5674, 0
380, 10, 45204, 472, 1333.3, 1343.4, 1796.1, 1977.3, 2213.0, 5624, 0
390, 10, 45511, 463, 1328.4, 1337.9, 1785.7, 1976.0, 2219.0, 5108, 0
400, 10, 45301, 462, 1329.3, 1336.2, 1789.5, 1977.0, 2227.6, 5481, 0
410, 10, 45449, 441, 1333.9, 1341.2, 1798.8, 1978.0, 2219.8, 5274, 0
420, 10, 45472, 466, 1333.2, 1341.9, 1799.9, 1975.8, 2213.3, 5531, 0
430, 10, 45603, 427, 1332.2, 1339.6, 1798.0, 1978.0, 2219.9, 5572, 0
440, 10, 45305, 458, 1329.3, 1337.5, 1785.8, 1976.2, 2215.3, 5193, 0
450, 10, 45297, 472, 1334.2, 1344.4, 1794.6, 1977.8, 2224.5, 5661, 0
460, 10, 45315, 443, 1329.4, 1338.6, 1793.2, 1974.7, 2209.3, 5681, 0
470, 10, 45288, 463, 1329.1, 1335.9, 1793.8, 1978.5, 2226.6, 5453, 0
480, 10, 45274, 452, 1334.5, 1343.0, 1798.7, 1976.6, 2217.4, 5334, 0
490, 10, 45662, 436, 1334.5, 1344.5, 1798.4, 1980.0, 2224.7, 5575, 0
500, 10, 45465, 459, 1332.0, 1340.9, 1801.3, 1980.0, 2218.7, 4861, 0
510, 10, 45376, 463, 1333.1, 1342.9, 1800.6, 1977.8, 2215.0, 5012, 0
520, 10, 45391, 439, 1315.9, 1317.1, 1776.9, 1973.7, 2208.1, 5150, 0
530, 10, 45505, 457, 1330.1, 1337.2, 1793.0, 1977.4, 2222.0, 5408, 0
540, 10, 45296, 464, 1329.6, 1337.2, 1791.6, 1973.4, 2208.6, 5919, 0
550, 10, 45277, 457, 1329.1, 1337.6, 1782.8, 1976.8, 2217.7, 5624, 0
560, 10, 45215, 443, 1325.4, 1331.4, 1794.0, 1975.8, 2219.3, 5577, 0
570, 10, 45562, 472, 1324.2, 1330.1, 1791.8, 1978.2, 2214.5, 4631, 0
580, 10, 45421, 455, 1331.7, 1339.3, 1796.4, 1976.0, 2212.5, 5304, 0
590, 10, 45415, 456, 1323.6, 1330.4, 1779.0, 1971.6, 2205.5, 5498, 0
600, 10, 45890, 456, 1333.7, 1343.3, 1790.6, 1974.9, 2221.6, 5522, 0
610, 10, 45460, 445, 1328.5, 1337.5, 1786.8, 1977.3, 2219.8, 4554, 0
620, 10, 45174, 442, 1337.0, 1345.4, 1804.1, 1981.1, 2231.4, 5317, 0
630, 10, 45541, 465, 1322.2, 1326.9, 1783.0, 1975.0, 2215.6, 3396, 0
640, 10, 45483, 472, 1331.2, 1341.2, 1786.4, 1973.2, 2197.5, 4505, 0
650, 10, 45574, 473, 1334.4, 1345.0, 1807.4, 1978.7, 2218.4, 4682, 0
660, 10, 45735, 465, 1328.7, 1338.3, 1798.8, 1975.9, 2207.0, 5497, 0
670, 10, 45640, 452, 1325.5, 1334.0, 1788.4, 1974.9, 2208.8, 5471, 0
680, 10, 45431, 467, 1329.6, 1339.1, 1789.5, 1976.4, 2215.8, 5551, 0
690, 10, 45572, 474, 1329.6, 1340.1, 1787.4, 1974.7, 2201.5, 5286, 0
700, 10, 45405, 445, 1333.0, 1341.9, 1791.4, 1977.8, 2225.0, 5364, 0
710, 10, 45267, 451, 1316.5, 1319.7, 1768.2, 1973.0, 2210.9, 4745, 0
720, 10, 45584, 467, 1324.8, 1331.8, 1790.4, 1973.3, 2200.6, 4679, 0
730, 10, 45391, 467, 1332.0, 1341.0, 1797.0, 1976.0, 2217.7, 5587, 0
740, 10, 45476, 440, 1330.5, 1338.5, 1796.4, 1977.0, 2219.7, 5453, 0
750, 10, 45179, 445, 1323.7, 1329.9, 1787.6, 1974.3, 2214.4, 5272, 0
760, 10, 45455, 447, 1329.9, 1338.0, 1796.6, 1976.7, 2219.1, 5184, 0
770, 10, 45422, 465, 1331.6, 1341.2, 1802.3, 1977.8, 2213.8, 5430, 0
780, 10, 45527, 461, 1323.9, 1329.5, 1793.1, 1976.4, 2217.2, 5412, 0
790, 10, 45664, 463, 1332.1, 1340.7, 1804.0, 1981.2, 2222.7, 5330, 0
800, 10, 45516, 479, 1332.7, 1342.3, 1801.6, 1979.1, 2212.5, 5672, 0
810, 10, 45546, 475, 1335.1, 1344.3, 1804.9, 1976.5, 2202.6, 3224, 0
820, 10, 45697, 469, 1335.8, 1345.1, 1809.1, 1982.6, 2223.0, 5337, 0
830, 10, 45347, 426, 1333.8, 1341.0, 1807.5, 1981.9, 2219.7, 5204, 0
840, 10, 45272, 455, 1327.4, 1333.3, 1798.8, 1977.2, 2214.3, 5299, 0
850, 10, 45436, 419, 1333.1, 1344.1, 1805.5, 1977.8, 2209.8, 4366, 0
860, 10, 45174, 457, 1331.7, 1338.9, 1799.6, 1975.8, 2211.2, 5055, 0
870, 10, 45743, 456, 1330.6, 1340.6, 1788.2, 1975.3, 2207.6, 5739, 0
880, 10, 45347, 431, 1328.6, 1336.0, 1797.1, 1977.3, 2212.9, 5388, 0
890, 10, 45387, 441, 1327.3, 1334.6, 1796.6, 1978.1, 2219.5, 5714, 0
900, 10, 45198, 445, 1321.9, 1326.2, 1782.8, 1976.8, 2212.0, 5265, 0
910, 10, 45237, 466, 1323.1, 1327.8, 1798.3, 1977.1, 2209.2, 4540, 0
920, 10, 45830, 411, 1329.4, 1334.4, 1807.9, 1981.6, 2224.5, 5535, 0
930, 10, 45514, 463, 1326.3, 1334.4, 1792.5, 1975.5, 2208.9, 5056, 0
940, 10, 45171, 456, 1335.0, 1345.0, 1803.4, 1976.8, 2215.7, 5715, 0
950, 10, 45407, 453, 1330.4, 1340.0, 1798.2, 1977.2, 2220.9, 5426, 0
