elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 23916, 121, 383.5, 364.2, 498.7, 695.1, 744.5, 672, 0
20, 10, 24075, 142, 383.2, 360.9, 494.4, 669.9, 742.0, 669, 0
30, 10, 23934, 141, 379.9, 348.7, 493.6, 667.1, 741.7, 634, 0
40, 10, 23910, 147, 379.2, 342.0, 493.0, 663.9, 741.4, 576, 0
50, 10, 24022, 145, 372.8, 326.0, 590.4, 718.1, 746.8, 600, 0
60, 10, 23470, 121, 401.9, 381.4, 644.8, 729.0, 747.9, 671, 0
70, 10, 23565, 122, 393.4, 379.8, 601.9, 720.4, 747.0, 683, 0
80, 10, 23745, 127, 388.5, 367.0, 493.8, 660.9, 741.1, 685, 0
90, 10, 24170, 129, 382.9, 354.6, 495.8, 681.8, 743.2, 666, 0
100, 10, 23808, 134, 381.4, 347.9, 492.1, 651.4, 740.5, 755, 0
110, 10, 24168, 145, 376.9, 334.7, 534.1, 706.8, 745.7, 574, 0
120, 10, 23853, 131, 384.6, 351.0, 629.8, 726.0, 747.6, 750, 0
130, 10, 23576, 124, 400.3, 385.6, 636.3, 727.3, 747.7, 664, 0
140, 10, 23776, 124, 391.0, 372.5, 498.8, 695.3, 744.5, 667, 0
150, 10, 23912, 141, 385.6, 363.5, 495.5, 678.4, 743.1, 760, 0
160, 10, 24314, 123, 381.9, 349.6, 495.3, 679.3, 742.9, 650, 0
170, 10, 24036, 140, 380.4, 344.4, 492.6, 659.2, 741.3, 752, 0
180, 10, 24219, 143, 374.2, 329.1, 593.6, 718.7, 746.9, 609, 0
190, 10, 23781, 123, 398.2, 376.9, 642.8, 728.6, 747.9, 701, 0
200, 10, 23667, 122, 394.6, 381.4, 611.5, 722.3, 747.2, 693, 0
210, 10, 24171, 124, 387.8, 367.7, 493.1, 651.6, 740.2, 681, 0
220, 10, 24059, 130, 382.8, 356.3, 495.8, 681.2, 743.1, 713, 0
230, 10, 23766, 134, 381.1, 347.7, 492.2, 652.8, 740.3, 576, 0
240, 10, 23877, 146, 377.8, 337.1, 499.5, 698.5, 744.8, 567, 0
250, 10, 23925, 126, 381.1, 343.8, 624.9, 725.0, 747.5, 748, 0
260, 10, 23768, 119, 402.6, 387.0, 644.4, 728.9, 747.9, 684, 0
270, 10, 23651, 124, 390.8, 374.4, 530.2, 706.0, 745.6, 675, 0
280, 10, 23961, 122, 386.3, 364.8, 495.0, 673.3, 742.3, 676, 0
290, 10, 23998, 129, 381.6, 349.6, 496.3, 685.1, 743.5, 648, 0
300, 10, 24257, 145, 377.7, 344.1, 490.3, 626.5, 737.6, 671, 0
310, 10, 23967, 144, 375.6, 332.0, 580.2, 716.0, 746.6, 733, 0
320, 10, 23742, 125, 390.9, 370.4, 639.5, 727.9, 747.8, 696, 0
330, 10, 24034, 124, 392.0, 376.3, 562.9, 712.6, 746.3, 692, 0
340, 10, 23956, 132, 386.8, 365.6, 493.7, 659.8, 741.0, 675, 0
350, 10, 23553, 126, 383.2, 351.8, 496.0, 683.5, 743.3, 627, 0
360, 10, 23895, 146, 381.7, 347.0, 491.8, 648.5, 740.2, 808, 0
370, 10, 23613, 145, 373.7, 329.6, 545.9, 709.2, 745.9, 620, 0
380, 10, 23541, 130, 392.4, 365.6, 641.1, 728.2, 747.8, 699, 0
390, 10, 23894, 120, 397.2, 384.0, 629.2, 725.9, 747.7, 758, 0
400, 10, 23902, 124, 390.2, 370.5, 495.8, 678.3, 742.8, 661, 0
410, 10, 23987, 133, 382.0, 358.4, 495.1, 676.5, 742.7, 665, 0
420, 10, 24150, 145, 379.9, 348.5, 493.1, 662.0, 741.2, 613, 0
430, 10, 23595, 147, 378.6, 340.0, 496.3, 686.6, 743.7, 593, 0
440, 10, 24129, 147, 371.9, 325.2, 607.1, 721.4, 747.1, 750, 0
450, 10, 23562, 124, 407.0, 387.6, 645.9, 729.2, 747.9, 726, 0
460, 10, 23659, 126, 393.6, 377.3, 579.9, 716.0, 746.6, 690, 0
470, 10, 23582, 123, 387.5, 366.8, 493.1, 651.9, 740.2, 673, 0
480, 10, 23800, 146, 381.5, 351.5, 496.2, 684.5, 743.5, 687, 0
490, 10, 23629, 138, 381.3, 347.3, 491.6, 645.6, 739.6, 606, 0
500, 10, 24015, 144, 377.3, 334.6, 548.3, 709.7, 746.0, 575, 0
510, 10, 23542, 123, 388.6, 358.1, 632.6, 726.5, 747.7, 691, 0
520, 10, 23646, 124, 398.8, 385.1, 635.2, 727.0, 747.7, 701, 0
530, 10, 23741, 124, 391.0, 371.2, 496.9, 686.0, 743.6, 676, 0
540, 10, 23738, 126, 384.7, 361.2, 495.3, 676.7, 742.7, 717, 0
550, 10, 24045, 130, 382.5, 349.7, 494.0, 670.3, 742.0, 600, 0
560, 10, 23918, 145, 379.2, 341.4, 494.3, 674.6, 742.5, 653, 0
570, 10, 24056, 145, 372.3, 326.5, 607.6, 721.5, 747.2, 722, 0
580, 10, 23502, 121, 404.2, 383.7, 645.1, 729.1, 748.0, 762, 0
590, 10, 23795, 125, 395.3, 380.8, 604.6, 720.9, 747.1, 684, 0
600, 10, 23846, 128, 389.6, 367.6, 494.2, 665.7, 741.9, 760, 0
610, 10, 23745, 145, 382.0, 354.0, 496.0, 683.2, 743.3, 645, 0
620, 10, 23987, 145, 383.0, 348.6, 493.0, 661.7, 741.2, 640, 0
630, 10, 23891, 146, 377.0, 335.6, 533.3, 706.7, 745.7, 601, 0
640, 10, 23879, 129, 385.6, 352.0, 628.2, 725.6, 747.6, 713, 0
650, 10, 23435, 126, 400.4, 385.8, 637.2, 727.4, 747.7, 698, 0
660, 10, 24081, 123, 390.7, 372.9, 499.9, 699.6, 745.0, 707, 0
670, 10, 24046, 145, 384.2, 362.0, 494.6, 671.2, 742.1, 713, 0
680, 10, 23624, 126, 383.4, 350.9, 494.7, 675.1, 742.5, 648, 0
690, 10, 23971, 146, 378.9, 342.9, 492.4, 658.2, 740.8, 722, 0
700, 10, 24005, 144, 373.5, 327.9, 598.3, 719.7, 747.0, 577, 0
710, 10, 23670, 122, 401.4, 378.9, 645.0, 729.0, 747.9, 719, 0
720, 10, 23386, 124, 396.1, 381.5, 613.7, 722.7, 747.3, 684, 0
730, 10, 23983, 123, 388.4, 368.8, 494.4, 667.0, 742.0, 825, 0
740, 10, 24023, 148, 383.9, 355.4, 497.1, 688.7, 743.9, 685, 0
750, 10, 24134, 129, 381.9, 348.0, 492.0, 649.4, 739.9, 636, 0
760, 10, 23953, 143, 375.8, 335.1, 499.2, 697.7, 744.8, 617, 0
770, 10, 23937, 126, 382.8, 346.1, 634.5, 726.9, 747.7, 709, 0
780, 10, 23688, 125, 403.1, 386.5, 640.1, 728.0, 747.8, 718, 0
790, 10, 23858, 125, 392.1, 374.3, 526.6, 705.3, 745.5, 659, 0
800, 10, 24063, 131, 387.6, 364.8, 495.4, 676.5, 742.6, 662, 0
810, 10, 24041, 145, 381.0, 349.1, 495.6, 681.6, 743.2, 664, 0
820, 10, 24176, 145, 379.5, 344.6, 491.1, 640.3, 739.0, 565, 0
830, 10, 23956, 146, 374.1, 328.7, 569.6, 713.9, 746.4, 577, 0
840, 10, 23836, 125, 397.8, 373.8, 642.1, 728.4, 747.8, 734, 0
850, 10, 23695, 121, 395.2, 382.5, 620.9, 724.2, 747.4, 736, 0
860, 10, 23738, 125, 390.8, 369.8, 495.5, 676.1, 742.6, 743, 0
870, 10, 23817, 147, 383.5, 358.1, 495.9, 681.8, 743.2, 702, 0
880, 10, 24005, 139, 379.7, 347.7, 491.7, 646.0, 739.6, 627, 0
890, 10, 24170, 146, 378.4, 338.8, 499.1, 697.4, 744.7, 605, 0
900, 10, 24093, 145, 379.2, 339.4, 631.9, 726.4, 747.6, 686, 0
910, 10, 23298, 124, 404.6, 387.2, 645.0, 729.0, 747.9, 682, 0
920, 10, 23902, 122, 392.3, 376.6, 565.3, 713.1, 746.3, 686, 0
930, 10, 23902, 129, 388.1, 365.8, 494.2, 666.1, 741.6, 688, 0
940, 10, 23747, 145, 382.6, 351.3, 497.1, 688.9, 743.9, 661, 0
950, 10, 23812, 128, 381.1, 346.1, 492.1, 652.7, 740.3, 688, 0
960, 10, 24097, 147, 377.0, 333.3, 595.6, 719.1, 746.9, 603, 0
970, 10, 23288, 123, 393.4, 367.5, 640.4, 728.1, 747.8, 736, 0
980, 10, 23770, 120, 398.8, 384.1, 628.8, 725.8, 747.6, 689, 0
990, 10, 23912, 129, 389.9, 370.3, 496.2, 681.2, 743.1, 684, 0
1000, 10, 23921, 127, 384.3, 358.6, 496.6, 685.5, 743.5, 698, 0
1010, 10, 24208, 143, 381.1, 348.5, 492.2, 652.4, 740.2, 698, 0
1020, 10, 23807, 148, 379.0, 339.3, 499.3, 698.0, 744.8, 674, 0
1030, 10, 23763, 147, 375.6, 332.1, 631.8, 726.4, 747.6, 716, 0
1040, 10, 23501, 124, 406.3, 387.2, 642.2, 728.4, 747.8, 710, 0
1050, 10, 23934, 123, 393.5, 377.7, 582.2, 716.4, 746.6, 685, 0
1060, 10, 23739, 126, 387.6, 366.1, 493.7, 660.2, 741.4, 756, 0
1070, 10, 23905, 129, 381.9, 351.3, 496.2, 684.5, 743.4, 653, 0
1080, 10, 23856, 123, 381.8, 347.0, 492.2, 652.9, 740.3, 684, 0
1090, 10, 24116, 145, 376.6, 333.8, 561.6, 712.3, 746.2, 599, 0
1100, 10, 23667, 132, 390.3, 361.9, 639.4, 728.0, 747.9, 773, 0
1110, 10, 23667, 120, 398.9, 384.9, 633.4, 726.7, 747.7, 686, 0
1120, 10, 23734, 124, 391.5, 371.9, 497.5, 689.1, 743.9, 682, 0
1130, 10, 23974, 131, 385.9, 361.1, 496.5, 684.9, 743.5, 663, 0
1140, 10, 24155, 131, 380.1, 348.6, 493.0, 661.2, 741.1, 721, 0
1150, 10, 23806, 131, 381.0, 342.5, 497.5, 691.5, 744.2, 613, 0
1160, 10, 23985, 147, 373.3, 327.1, 613.6, 722.7, 747.3, 622, 0
1170, 10, 23122, 124, 406.0, 385.7, 650.3, 730.1, 748.0, 750, 0
1180, 10, 23937, 120, 395.4, 379.6, 598.3, 719.7, 747.0, 678, 0
1190, 10, 23844, 124, 389.0, 367.2, 493.3, 654.8, 740.5, 653, 0
1200, 10, 23771, 147, 381.6, 352.6, 495.7, 681.6, 743.2, 712, 0
1201, 1, 2125, 152, 383.3, 349.7, 494.1, 670.7, 742.1, 581, 0
