elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 96169, 107, 384.4, 365.1, 499.7, 698.8, 744.9, 690, 0
20, 10, 95876, 127, 384.1, 361.7, 494.3, 668.5, 742.1, 809, 0
30, 10, 96114, 130, 380.2, 348.7, 493.6, 667.0, 741.7, 677, 0
40, 10, 96247, 145, 378.9, 342.1, 493.4, 667.7, 741.8, 750, 0
50, 10, 96785, 142, 373.1, 326.9, 594.8, 719.0, 746.9, 754, 0
60, 10, 93731, 121, 402.3, 381.9, 644.6, 729.0, 747.9, 773, 0
70, 10, 95196, 123, 394.3, 380.2, 604.3, 720.9, 747.1, 931, 0
80, 10, 95151, 124, 389.3, 367.6, 493.9, 661.9, 741.2, 697, 0
90, 10, 95342, 133, 382.7, 354.3, 496.0, 682.7, 743.3, 678, 0
100, 10, 95915, 126, 381.6, 347.8, 491.8, 647.9, 740.0, 784, 0
110, 10, 95164, 145, 377.7, 336.2, 538.5, 707.7, 745.8, 656, 0
120, 10, 95451, 125, 384.0, 350.5, 629.4, 725.9, 747.6, 799, 0
130, 10, 94467, 120, 400.2, 385.8, 638.3, 727.7, 747.8, 773, 0
140, 10, 95092, 123, 391.7, 372.6, 499.2, 697.0, 744.7, 700, 0
150, 10, 95262, 125, 384.8, 363.2, 495.0, 673.9, 742.4, 738, 0
160, 10, 95359, 123, 382.2, 350.0, 495.3, 679.2, 742.9, 689, 0
170, 10, 96171, 145, 379.4, 343.7, 492.3, 656.3, 740.6, 708, 0
180, 10, 96291, 145, 373.8, 328.2, 588.7, 717.8, 746.8, 763, 0
190, 10, 94334, 120, 398.1, 376.3, 638.5, 727.7, 747.8, 772, 0
200, 10, 95435, 120, 394.4, 381.6, 614.3, 722.9, 747.3, 721, 0
210, 10, 95720, 122, 387.3, 368.1, 493.4, 655.5, 740.5, 688, 0
220, 10, 95922, 125, 381.9, 355.5, 495.7, 681.0, 743.1, 673, 0
230, 10, 95572, 126, 381.7, 348.3, 492.4, 654.9, 740.5, 726, 0
240, 10, 96037, 143, 376.9, 336.4, 499.4, 698.4, 744.8, 673, 0
250, 10, 95854, 125, 380.4, 342.6, 622.6, 724.5, 747.5, 745, 0
260, 10, 94167, 122, 402.0, 386.3, 640.4, 728.1, 747.8, 710, 0
270, 10, 95288, 120, 391.5, 374.4, 531.9, 706.4, 745.6, 744, 0
280, 10, 95457, 124, 385.7, 364.3, 495.1, 674.7, 742.5, 680, 0
290, 10, 95751, 124, 381.6, 349.6, 496.2, 684.9, 743.6, 756, 0
300, 10, 96495, 128, 379.0, 344.8, 491.0, 637.8, 738.8, 703, 0
310, 10, 96089, 143, 373.9, 329.4, 571.6, 714.4, 746.5, 871, 0
320, 10, 95138, 120, 391.3, 370.9, 639.6, 727.9, 747.8, 695, 0
330, 10, 95046, 122, 392.6, 376.4, 563.6, 712.8, 746.3, 764, 0
340, 10, 95765, 123, 387.1, 365.8, 493.9, 662.7, 741.3, 696, 0
350, 10, 95681, 130, 382.1, 350.9, 496.5, 686.4, 743.6, 682, 0
360, 10, 95879, 120, 380.9, 346.2, 492.0, 650.8, 740.2, 834, 0
370, 10, 96335, 144, 374.5, 330.9, 549.1, 709.8, 746.0, 715, 0
380, 10, 94497, 121, 393.3, 366.0, 641.6, 728.3, 747.9, 752, 0
390, 10, 94383, 119, 397.6, 384.2, 630.9, 726.2, 747.6, 746, 0
400, 10, 95768, 124, 390.2, 370.4, 495.6, 677.1, 742.7, 678, 0
410, 10, 96324, 131, 382.9, 358.6, 495.0, 675.6, 742.6, 684, 0
420, 10, 95517, 130, 380.1, 348.2, 492.4, 655.0, 740.5, 741, 0
430, 10, 96223, 143, 379.2, 340.3, 496.3, 686.6, 743.7, 633, 0
440, 10, 95983, 140, 372.6, 326.0, 608.0, 721.6, 747.2, 695, 0
450, 10, 93252, 121, 406.5, 387.3, 644.7, 729.0, 747.9, 788, 0
460, 10, 95016, 110, 394.4, 378.0, 584.2, 716.8, 746.7, 697, 0
470, 10, 95534, 123, 387.0, 366.4, 492.8, 648.0, 739.8, 699, 0
480, 10, 95774, 135, 382.3, 352.3, 496.2, 684.1, 743.4, 717, 0
490, 10, 96184, 124, 381.0, 347.2, 491.7, 647.0, 739.7, 655, 0
500, 10, 96403, 143, 375.9, 332.8, 545.6, 709.1, 745.9, 695, 0
510, 10, 95246, 123, 389.4, 358.9, 629.8, 726.0, 747.6, 754, 0
520, 10, 94405, 121, 399.2, 385.2, 634.8, 727.0, 747.7, 809, 0
530, 10, 95141, 123, 390.8, 371.2, 496.9, 685.7, 743.6, 669, 0
540, 10, 95910, 128, 384.5, 361.1, 495.4, 677.7, 742.8, 758, 0
550, 10, 95336, 137, 382.3, 349.4, 493.9, 669.3, 741.9, 645, 0
560, 10, 96216, 142, 379.1, 342.0, 494.2, 673.6, 742.4, 677, 0
570, 10, 96492, 142, 373.7, 327.8, 609.7, 721.9, 747.2, 682, 0
580, 10, 93546, 122, 404.2, 383.4, 645.5, 729.1, 748.0, 770, 0
590, 10, 94458, 120, 394.6, 380.5, 603.3, 720.7, 747.1, 686, 0
600, 10, 94886, 124, 389.6, 367.4, 494.2, 665.1, 741.5, 708, 0
610, 10, 95919, 145, 381.9, 353.7, 495.8, 681.6, 743.2, 688, 0
620, 10, 95650, 145, 381.8, 347.4, 492.7, 658.6, 740.9, 611, 0
630, 10, 95673, 145, 377.1, 335.3, 532.4, 706.5, 745.6, 682, 0
640, 10, 94506, 122, 385.3, 352.2, 632.6, 726.5, 747.7, 740, 0
650, 10, 94631, 121, 400.5, 385.5, 636.4, 727.3, 747.8, 751, 0
660, 10, 95276, 121, 391.0, 372.6, 499.3, 697.3, 744.7, 684, 0
670, 10, 95384, 123, 385.5, 362.9, 494.9, 673.6, 742.4, 693, 0
680, 10, 95473, 134, 381.4, 349.4, 494.6, 674.8, 742.5, 680, 0
690, 10, 96193, 140, 378.6, 343.0, 492.4, 657.9, 740.8, 724, 0
700, 10, 96051, 143, 373.7, 328.1, 598.7, 719.7, 747.0, 612, 0
710, 10, 93802, 120, 400.7, 378.4, 642.0, 728.4, 747.9, 753, 0
720, 10, 94584, 121, 396.6, 381.8, 616.6, 723.3, 747.3, 682, 0
730, 10, 95723, 123, 387.8, 368.3, 493.6, 657.8, 740.9, 764, 0
740, 10, 95177, 125, 383.8, 355.3, 497.0, 688.3, 743.8, 685, 0
750, 10, 95672, 124, 381.7, 348.1, 491.9, 648.7, 739.9, 653, 0
760, 10, 96557, 137, 376.2, 335.7, 498.9, 696.9, 744.7, 771, 0
770, 10, 95312, 120, 382.9, 346.5, 634.5, 726.9, 747.7, 769, 0
780, 10, 93854, 120, 403.3, 386.7, 642.8, 728.6, 747.9, 738, 0
790, 10, 94580, 121, 392.6, 374.1, 518.8, 703.8, 745.4, 677, 0
800, 10, 95295, 127, 387.2, 364.7, 495.1, 674.2, 742.4, 670, 0
810, 10, 95229, 132, 382.6, 350.2, 495.7, 681.9, 743.2, 680, 0
820, 10, 96122, 141, 379.1, 344.3, 491.0, 639.0, 738.9, 734, 0
830, 10, 96655, 142, 374.2, 329.2, 574.5, 714.9, 746.5, 688, 0
840, 10, 94020, 120, 397.6, 373.7, 643.9, 728.8, 747.9, 763, 0
850, 10, 94998, 119, 396.2, 383.3, 625.4, 725.1, 747.5, 736, 0
860, 10, 95403, 121, 390.1, 369.5, 494.7, 669.4, 742.0, 765, 0
870, 10, 95725, 148, 383.1, 357.4, 495.8, 681.3, 743.1, 737, 0
880, 10, 96011, 134, 380.7, 348.3, 491.4, 641.8, 739.2, 711, 0
890, 10, 95910, 144, 379.2, 338.8, 499.4, 698.3, 744.9, 795, 0
900, 10, 95235, 122, 379.4, 339.9, 633.3, 726.7, 747.7, 712, 0
910, 10, 94141, 120, 405.1, 387.4, 645.1, 729.0, 747.9, 965, 0
920, 10, 95156, 122, 392.0, 376.3, 562.6, 712.5, 746.3, 710, 0
930, 10, 95065, 122, 388.1, 366.0, 494.8, 671.1, 742.1, 745, 0
940, 10, 95847, 131, 382.6, 350.9, 496.2, 684.6, 743.5, 684, 0
950, 10, 95840, 124, 381.3, 346.3, 492.3, 654.8, 740.5, 647, 0
960, 10, 95539, 143, 376.7, 333.3, 593.4, 718.7, 746.9, 672, 0
970, 10, 94817, 122, 394.6, 368.5, 643.6, 728.7, 747.9, 764, 0
980, 10, 93890, 121, 399.0, 384.6, 633.1, 726.6, 747.7, 771, 0
990, 10, 95001, 121, 390.0, 370.5, 495.6, 677.0, 742.7, 676, 0
1000, 10, 95397, 132, 384.3, 358.7, 496.2, 683.4, 743.3, 739, 0
1010, 10, 95577, 126, 381.5, 348.9, 492.2, 652.6, 740.3, 657, 0
1020, 10, 95282, 144, 380.3, 340.9, 498.6, 695.7, 744.6, 618, 0
1030, 10, 95981, 129, 375.9, 332.3, 631.6, 726.3, 747.6, 691, 0
1040, 10, 93489, 122, 406.4, 387.6, 645.6, 729.1, 747.9, 747, 0
1050, 10, 95128, 122, 393.3, 377.6, 577.0, 715.4, 746.5, 738, 0
1060, 10, 95357, 126, 387.7, 366.4, 493.8, 661.1, 741.1, 700, 0
1070, 10, 95325, 130, 383.6, 352.6, 497.0, 688.3, 743.8, 670, 0
1080, 10, 95866, 125, 381.1, 346.7, 491.8, 648.7, 739.9, 631, 0
1090, 10, 95731, 142, 376.1, 333.1, 562.8, 712.6, 746.3, 683, 0
1100, 10, 94909, 125, 389.9, 361.1, 637.2, 727.5, 747.8, 841, 0
1110, 10, 95221, 120, 398.8, 385.0, 634.7, 726.9, 747.7, 720, 0
1120, 10, 94940, 120, 391.5, 371.7, 497.3, 688.3, 743.8, 743, 0
1130, 10, 95379, 148, 385.4, 360.7, 496.8, 686.4, 743.6, 703, 0
1140, 10, 96123, 132, 381.3, 348.9, 493.1, 662.5, 741.3, 748, 0
1150, 10, 95333, 144, 380.9, 342.4, 496.8, 688.8, 743.9, 756, 0
1160, 10, 95847, 144, 373.7, 328.0, 614.5, 722.9, 747.3, 773, 0
1170, 10, 93678, 120, 406.2, 385.6, 648.6, 729.7, 748.0, 756, 0
1180, 10, 94464, 122, 396.0, 379.9, 603.6, 720.7, 747.1, 705, 0
1190, 10, 95026, 123, 388.9, 367.4, 493.7, 658.8, 740.9, 680, 0
1200, 10, 95937, 147, 382.0, 353.2, 495.5, 680.4, 743.2, 768, 0
1201, 1, 8375, 146, 383.0, 348.0, 494.2, 672.8, 743.1, 759, 0
