elapsed, window, total, successful, failed
10, 10, 528941, 528941, 0
20, 10, 529717, 529717, 0
30, 10, 531494, 531494, 0
40, 10, 532308, 532308, 0
50, 10, 531216, 531216, 0
60, 10, 531171, 531171, 0
70, 10, 529153, 529153, 0
80, 10, 530880, 530880, 0
90, 10, 528064, 528064, 0
100, 10, 530734, 530734, 0
110, 10, 531879, 531879, 0
120, 10, 529256, 529256, 0
130, 10, 531089, 531089, 0
140, 10, 531005, 531005, 0
150, 10, 530341, 530341, 0
160, 10, 532630, 532630, 0
170, 10, 531595, 531595, 0
180, 10, 533576, 533576, 0
190, 10, 529840, 529840, 0
200, 10, 531262, 531262, 0
210, 10, 531967, 531967, 0
220, 10, 531550, 531550, 0
230, 10, 530960, 530960, 0
240, 10, 531091, 531091, 0
250, 10, 532299, 532299, 0
260, 10, 530106, 530106, 0
270, 10, 533431, 533431, 0
280, 10, 533648, 533648, 0
290, 10, 532239, 532239, 0
300, 10, 532354, 532354, 0
310, 10, 528850, 528850, 0
320, 10, 531144, 531144, 0
330, 10, 530309, 530309, 0
340, 10, 527490, 527490, 0
350, 10, 530254, 530254, 0
360, 10, 531008, 531008, 0
370, 10, 530610, 530610, 0
380, 10, 530602, 530602, 0
390, 10, 530252, 530252, 0
400, 10, 530377, 530377, 0
410, 10, 531654, 531654, 0
420, 10, 530216, 530216, 0
430, 10, 529742, 529742, 0
440, 10, 530557, 530557, 0
450, 10, 531903, 531903, 0
460, 10, 532470, 532470, 0
470, 10, 530317, 530317, 0
480, 10, 531790, 531790, 0
490, 10, 531681, 531681, 0
500, 10, 529242, 529242, 0
510, 10, 529576, 529576, 0
520, 10, 531494, 531494, 0
530, 10, 531511, 531511, 0
540, 10, 533477, 533477, 0
550, 10, 529202, 529202, 0
560, 10, 531411, 531411, 0
570, 10, 530355, 530355, 0
580, 10, 530233, 530233, 0
590, 10, 531837, 531837, 0
600, 10, 532139, 532139, 0
610, 10, 529575, 529575, 0
620, 10, 531368, 531368, 0
630, 10, 531135, 531135, 0
640, 10, 529667, 529667, 0
650, 10, 531714, 531714, 0
660, 10, 532072, 532072, 0
670, 10, 533743, 533743, 0
680, 10, 532051, 532051, 0
690, 10, 531732, 531732, 0
700, 10, 530582, 530582, 0
710, 10, 532376, 532376, 0
720, 10, 532199, 532199, 0
730, 10, 532135, 532135, 0
740, 10, 530689, 530689, 0
750, 10, 530471, 530471, 0
760, 10, 530224, 530224, 0
770, 10, 529182, 529182, 0
780, 10, 529681, 529681, 0
790, 10, 531115, 531115, 0
800, 10, 530200, 530200, 0
810, 10, 530440, 530440, 0
820, 10, 530735, 530735, 0
830, 10, 530252, 530252, 0
840, 10, 530222, 530222, 0
850, 10, 530011, 530011, 0
860, 10, 530556, 530556, 0
870, 10, 531270, 531270, 0
880, 10, 531335, 531335, 0
890, 10, 532023, 532023, 0
900, 10, 531349, 531349, 0
910, 10, 529484, 529484, 0
920, 10, 529912, 529912, 0
930, 10, 529868, 529868, 0
940, 10, 531279, 531279, 0
950, 10, 530979, 530979, 0
960, 10, 530279, 530279, 0
970, 10, 532318, 532318, 0
980, 10, 531596, 531596, 0
990, 10, 532130, 532130, 0
1000, 10, 532631, 532631, 0
1010, 10, 531522, 531522, 0
1020, 10, 530473, 530473, 0
1030, 10, 531335, 531335, 0
1040, 10, 529039, 529039, 0
1050, 10, 529050, 529050, 0
1060, 10, 532156, 532156, 0
1070, 10, 530017, 530017, 0
1080, 10, 531608, 531608, 0
1090, 10, 531079, 531079, 0
1100, 10, 529856, 529856, 0
1110, 10, 533233, 533233, 0
1120, 10, 531200, 531200, 0
1130, 10, 528552, 528552, 0
1140, 10, 530362, 530362, 0
1150, 10, 529940, 529940, 0
1160, 10, 533814, 533814, 0
1170, 10, 531480, 531480, 0
1180, 10, 529780, 529780, 0
1190, 10, 531275, 531275, 0
1200, 10, 531577, 531577, 0
1201, 1, 47789, 47789, 0
