elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 234750, 134, 1051.6, 1044.8, 1492.5, 1732.4, 2209.4, 5680, 0
20, 10, 236014, 160, 1007.1, 1000.1, 1419.9, 1601.3, 1866.0, 5550, 0
30, 10, 236520, 146, 1014.8, 1003.3, 1473.7, 1707.7, 1985.7, 4991, 0
40, 10, 237060, 181, 1015.0, 1012.9, 1458.8, 1699.4, 1974.5, 4786, 0
50, 10, 235663, 168, 1023.5, 1019.5, 1453.4, 1669.2, 1960.7, 5514, 0
60, 10, 235964, 140, 1031.6, 1035.0, 1467.6, 1683.5, 1938.4, 3762, 0
70, 10, 235629, 176, 1010.1, 1010.7, 1424.6, 1600.0, 1749.6, 4909, 0
80, 10, 235661, 145, 1026.2, 1022.4, 1473.6, 1702.8, 1955.2, 5041, 0
90, 10, 234774, 170, 1021.5, 1030.1, 1435.8, 1611.8, 1781.7, 5133, 0
100, 10, 235663, 174, 1017.5, 1021.8, 1429.8, 1598.1, 1831.6, 5693, 0
110, 10, 236674, 157, 1034.1, 1023.9, 1491.8, 1746.7, 2225.0, 5760, 0
120, 10, 235061, 182, 1034.4, 1030.6, 1486.0, 1712.7, 1977.7, 5056, 0
130, 10, 235864, 180, 1027.2, 1029.4, 1461.6, 1676.2, 1916.3, 3140, 0
140, 10, 235982, 158, 1007.3, 1004.1, 1416.7, 1588.6, 1838.1, 5054, 0
150, 10, 236291, 152, 1021.5, 1013.6, 1460.4, 1686.1, 1994.8, 5601, 0
160, 10, 236706, 184, 1014.5, 1009.9, 1450.9, 1670.9, 1934.3, 5104, 0
170, 10, 236308, 193, 1022.8, 1014.4, 1464.4, 1685.3, 1933.4, 5074, 0
180, 10, 236795, 164, 1042.7, 1031.7, 1501.5, 1757.7, 2204.3, 4266, 0
190, 10, 235318, 181, 1040.5, 1036.6, 1491.1, 1718.2, 1972.2, 4808, 0
200, 10, 235827, 165, 1019.3, 1006.1, 1474.3, 1709.4, 1968.0, 4462, 0
210, 10, 236426, 163, 1025.7, 1025.5, 1465.9, 1686.2, 1944.6, 4945, 0
220, 10, 236677, 151, 1019.7, 1010.1, 1464.6, 1702.5, 1982.9, 5594, 0
230, 10, 236101, 179, 1031.2, 1032.1, 1463.2, 1676.3, 1940.8, 5132, 0
240, 10, 236087, 168, 1044.6, 1042.8, 1484.3, 1713.6, 1984.3, 4989, 0
250, 10, 236378, 158, 1039.8, 1025.9, 1494.3, 1729.0, 1986.3, 4581, 0
260, 10, 235115, 163, 1018.0, 1014.7, 1459.7, 1685.2, 1973.7, 5835, 0
270, 10, 237062, 168, 1028.9, 1025.2, 1465.8, 1695.9, 1993.1, 4890, 0
280, 10, 237435, 140, 1019.6, 1012.6, 1460.9, 1686.7, 1970.0, 5526, 0
290, 10, 236485, 214, 1004.6, 1006.9, 1417.9, 1572.3, 1748.1, 3411, 0
300, 10, 236441, 194, 1023.0, 1022.9, 1447.1, 1659.1, 1945.5, 4668, 0
310, 10, 234872, 181, 1035.6, 1034.7, 1483.3, 1716.1, 1984.0, 5077, 0
320, 10, 236204, 167, 1011.1, 1006.6, 1427.0, 1627.0, 1862.0, 4885, 0
330, 10, 235727, 184, 1027.7, 1026.9, 1485.6, 1726.3, 1986.2, 3867, 0
340, 10, 234582, 106, 1016.6, 1011.1, 1446.8, 1668.3, 1953.6, 5556, 0
350, 10, 235903, 144, 1021.1, 1018.6, 1452.4, 1664.9, 1919.4, 5377, 0
360, 10, 236414, 181, 1026.9, 1014.2, 1470.5, 1707.3, 1976.4, 5787, 0
370, 10, 235529, 269, 1009.0, 1006.2, 1412.6, 1586.9, 1837.2, 4967, 0
380, 10, 235596, 169, 1009.3, 1016.3, 1419.8, 1573.0, 1766.1, 5157, 0
390, 10, 236054, 129, 1022.1, 1021.6, 1453.5, 1682.4, 1990.8, 5063, 0
400, 10, 235210, 121, 1030.3, 1018.0, 1485.6, 1732.3, 2044.2, 5707, 0
410, 10, 236090, 149, 1035.4, 1034.6, 1477.7, 1702.5, 1970.8, 5059, 0
420, 10, 235309, 143, 1032.0, 1023.7, 1491.3, 1732.6, 2005.0, 5321, 0
430, 10, 235144, 172, 1013.3, 1015.0, 1432.4, 1616.3, 1842.7, 4769, 0
440, 10, 235580, 184, 1021.6, 1020.5, 1457.8, 1681.0, 1951.6, 4855, 0
450, 10, 236570, 195, 1022.2, 1016.1, 1460.5, 1690.6, 1960.3, 4704, 0
460, 10, 236827, 185, 1014.1, 1004.9, 1444.6, 1673.8, 1966.5, 4939, 0
470, 10, 235124, 136, 1040.1, 1035.7, 1490.1, 1727.0, 2001.6, 5292, 0
480, 10, 236511, 176, 1023.3, 1016.2, 1459.7, 1687.0, 1976.3, 4719, 0
490, 10, 236419, 100, 1029.0, 1025.2, 1473.0, 1700.5, 1960.7, 5097, 0
500, 10, 235491, 167, 1025.1, 1020.5, 1469.5, 1703.9, 1967.7, 3657, 0
510, 10, 235464, 157, 1017.0, 1012.3, 1448.3, 1673.2, 1946.4, 4782, 0
520, 10, 235596, 169, 1015.3, 1013.2, 1455.7, 1669.0, 1907.9, 5129, 0
530, 10, 235820, 155, 1018.4, 1011.7, 1460.3, 1720.8, 2087.8, 5658, 0
540, 10, 237049, 155, 1008.6, 998.7, 1444.0, 1674.9, 1950.6, 4592, 0
550, 10, 234829, 231, 1021.8, 1023.4, 1437.0, 1620.5, 1755.8, 4613, 0
