elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 24600, 100, 359.1, 336.8, 680.7, 736.1, 748.6, 658, 0
20, 10, 24165, 143, 367.4, 336.8, 677.1, 735.4, 748.5, 646, 0
30, 10, 24159, 129, 365.9, 335.3, 679.0, 735.8, 748.6, 639, 0
40, 10, 24200, 134, 367.1, 335.8, 678.2, 735.6, 748.6, 647, 0
50, 10, 23956, 135, 365.5, 335.1, 678.5, 735.7, 748.6, 667, 0
60, 10, 24380, 140, 365.6, 334.0, 676.5, 735.3, 748.5, 641, 0
70, 10, 24112, 146, 366.8, 335.9, 679.6, 735.9, 748.6, 678, 0
80, 10, 24224, 129, 367.5, 336.7, 680.1, 736.0, 748.6, 650, 0
90, 10, 24113, 146, 367.2, 336.9, 679.5, 735.9, 748.6, 650, 0
100, 10, 24142, 126, 367.7, 338.2, 681.6, 736.5, 748.8, 3825, 0
110, 10, 24330, 147, 365.2, 333.9, 676.8, 735.4, 748.5, 691, 0
120, 10, 24399, 130, 365.8, 334.9, 678.0, 735.7, 748.7, 3718, 0
130, 10, 24609, 142, 366.5, 335.7, 678.3, 735.7, 748.6, 657, 0
140, 10, 24011, 141, 366.8, 336.7, 679.8, 736.0, 748.6, 647, 0
150, 10, 24312, 144, 366.9, 336.4, 680.1, 736.0, 748.6, 649, 0
160, 10, 24212, 147, 367.4, 336.4, 681.3, 736.3, 748.6, 666, 0
170, 10, 24252, 119, 367.2, 337.8, 680.7, 736.1, 748.6, 657, 0
180, 10, 24343, 143, 366.8, 336.2, 679.4, 735.9, 748.6, 655, 0
190, 10, 24158, 144, 367.6, 337.9, 681.6, 736.3, 748.6, 671, 0
200, 10, 24184, 146, 367.4, 336.9, 680.0, 736.1, 748.7, 4586, 0
210, 10, 24109, 146, 366.5, 335.8, 677.5, 735.5, 748.6, 775, 0
220, 10, 23811, 144, 367.2, 336.0, 679.7, 736.0, 748.7, 864, 0
230, 10, 24150, 146, 367.0, 337.5, 680.9, 736.2, 748.7, 756, 0
240, 10, 24671, 132, 367.1, 336.8, 679.6, 736.0, 748.6, 783, 0
250, 10, 24122, 145, 366.6, 337.0, 682.9, 736.6, 748.7, 686, 0
260, 10, 24081, 145, 366.5, 335.7, 679.7, 735.9, 748.6, 654, 0
270, 10, 24336, 146, 366.4, 337.0, 680.1, 736.1, 748.7, 766, 0
280, 10, 24409, 130, 366.5, 335.4, 676.9, 735.4, 748.5, 650, 0
290, 10, 24093, 145, 366.5, 336.8, 681.9, 736.4, 748.7, 769, 0
300, 10, 24093, 119, 367.3, 338.2, 682.8, 736.6, 748.7, 668, 0
310, 10, 24159, 145, 366.8, 337.5, 681.4, 736.3, 748.6, 721, 0
320, 10, 24334, 145, 365.1, 334.5, 679.4, 735.9, 748.6, 724, 0
330, 10, 24262, 144, 367.6, 337.3, 681.2, 736.2, 748.6, 670, 0
340, 10, 24277, 122, 367.6, 336.0, 680.7, 736.1, 748.6, 660, 0
350, 10, 23970, 144, 366.5, 337.1, 679.7, 736.0, 748.7, 810, 0
360, 10, 24021, 143, 363.8, 334.1, 678.1, 735.6, 748.6, 684, 0
370, 10, 24133, 146, 366.2, 337.1, 680.6, 736.1, 748.6, 659, 0
380, 10, 24134, 119, 366.9, 336.3, 679.6, 736.0, 748.7, 798, 0
390, 10, 23964, 133, 367.3, 337.4, 681.3, 736.3, 748.6, 668, 0
400, 10, 24379, 141, 364.1, 332.6, 677.1, 735.4, 748.5, 648, 0
410, 10, 24209, 147, 367.3, 337.0, 681.4, 736.3, 748.6, 672, 0
420, 10, 24064, 144, 366.6, 337.5, 680.8, 736.2, 748.6, 650, 0
