elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10, 10, 98779, 95, 358.7, 336.9, 681.7, 736.3, 748.6, 672, 0
20, 10, 97000, 119, 366.8, 336.4, 679.2, 735.9, 748.6, 756, 0
30, 10, 97247, 128, 366.3, 335.3, 679.4, 735.9, 748.6, 846, 0
40, 10, 96518, 121, 366.3, 335.4, 678.2, 735.7, 748.6, 751, 0
50, 10, 96961, 130, 366.6, 335.6, 678.9, 735.8, 748.6, 809, 0
60, 10, 97109, 124, 365.8, 334.5, 677.1, 735.4, 748.5, 705, 0
70, 10, 96619, 125, 366.6, 336.0, 679.6, 736.0, 748.6, 4539, 0
80, 10, 96397, 127, 367.0, 337.1, 680.7, 736.1, 748.6, 717, 0
90, 10, 97182, 145, 366.6, 336.1, 680.3, 736.1, 748.6, 754, 0
100, 10, 96618, 145, 366.4, 335.0, 679.3, 735.9, 748.7, 3962, 0
110, 10, 96712, 135, 366.8, 335.7, 679.4, 735.9, 748.6, 707, 0
120, 10, 96427, 128, 366.4, 334.9, 678.0, 735.6, 748.6, 3877, 0
130, 10, 96456, 130, 366.2, 335.5, 678.3, 735.7, 748.6, 683, 0
140, 10, 96610, 121, 366.8, 336.9, 680.8, 736.2, 748.6, 795, 0
150, 10, 96715, 133, 366.6, 336.4, 680.5, 736.1, 748.6, 664, 0
160, 10, 96881, 143, 366.6, 335.8, 680.1, 736.0, 748.6, 649, 0
170, 10, 96054, 131, 367.0, 337.4, 681.4, 736.3, 748.6, 716, 0
180, 10, 96876, 130, 366.5, 336.4, 678.8, 735.8, 748.6, 765, 0
190, 10, 96763, 116, 366.8, 336.6, 679.9, 736.0, 748.6, 841, 0
200, 10, 96688, 122, 366.7, 336.9, 680.8, 736.2, 748.7, 3766, 0
210, 10, 96914, 126, 365.6, 335.1, 678.3, 735.7, 748.6, 654, 0
220, 10, 97182, 126, 366.6, 335.6, 679.4, 735.9, 748.6, 848, 0
230, 10, 96299, 128, 366.8, 336.9, 680.7, 736.1, 748.6, 751, 0
240, 10, 96453, 123, 366.1, 334.9, 679.3, 735.9, 748.6, 719, 0
250, 10, 96705, 132, 367.4, 338.6, 681.8, 736.4, 748.6, 704, 0
260, 10, 96658, 121, 366.9, 337.0, 680.8, 736.2, 748.6, 683, 0
270, 10, 96769, 111, 366.3, 336.2, 679.7, 736.0, 748.6, 761, 0
280, 10, 97036, 128, 366.7, 335.5, 679.7, 735.9, 748.6, 695, 0
290, 10, 97143, 138, 367.1, 337.6, 681.5, 736.3, 748.7, 842, 0
300, 10, 96352, 134, 366.7, 337.0, 681.9, 736.4, 748.7, 844, 0
310, 10, 97049, 125, 367.0, 336.8, 679.6, 735.9, 748.6, 718, 0
320, 10, 96569, 126, 366.3, 336.6, 680.0, 736.0, 748.6, 758, 0
330, 10, 96795, 119, 366.8, 336.8, 680.8, 736.2, 748.6, 662, 0
340, 10, 96627, 124, 367.1, 335.9, 679.2, 735.8, 748.6, 667, 0
350, 10, 97063, 143, 367.0, 336.6, 680.5, 736.1, 748.6, 787, 0
360, 10, 97159, 125, 366.9, 336.8, 680.6, 736.1, 748.6, 669, 0
370, 10, 96310, 143, 366.0, 335.6, 679.4, 735.9, 748.6, 787, 0
380, 10, 96842, 121, 366.2, 335.2, 678.7, 735.7, 748.6, 652, 0
390, 10, 96770, 120, 367.1, 337.0, 681.2, 736.2, 748.6, 713, 0
400, 10, 97043, 132, 366.8, 335.2, 678.7, 735.7, 748.6, 746, 0
410, 10, 96860, 136, 366.4, 335.8, 679.9, 736.0, 748.6, 653, 0
420, 10, 96499, 117, 367.2, 338.3, 682.4, 736.5, 748.7, 3437, 0
430, 10, 96447, 118, 367.4, 339.0, 683.1, 736.6, 748.7, 770, 0
440, 10, 97158, 130, 365.9, 333.7, 678.0, 735.7, 748.6, 4243, 0
